GENE_SYMBOLS,refseq_ids
MMD2,NM_001100600
TTLL4,NM_014640
GRAMD4,NM_001366660
AGBL3,NM_001345850
STRIP2,NM_001134336
SHANK2,NM_001379226
STARD4-AS1,NR_040093
ST6GAL2,NM_001142351
C1orf61,NA
PAMR1,NM_001001991
EPM2A,NM_001018041
DIPK1C,NM_001044369
MEF2C-AS2,NR_146284
CCDC192,NM_001317938
FAM167A-AS1,NM_054017
GNPTAB,NM_024312
ATL2,NM_001135673
GINS3,NM_001126129
FAM167A,NM_053279
GABRA2,NM_000807
HKDC1,NM_025130
OBI1-AS1,NR_047001
DAAM2,NM_001201427
VWCE,NM_152718
RGS17,NM_012419
TRIB1,NM_001282985
ORMDL1,NM_001128150
ATP2B4,NM_001001396
PIPOX,NM_016518
ARSF,NM_001201538
SLC9A7,NM_001257291
BRINP2,NM_021165
NEDD4,NM_001284338
CD59,NM_000611
OAF,NM_178507
MIR181A2HG,NR_038975
IRS2,NM_003749
NKAIN3,NM_001039769
FILIP1,NM_001289987
FRMD4A,NM_001318336
CCDC196,NM_001004331
ID2-AS1,NR_110153
IL18,NM_001243211
Z99496.2,NA
FUT2,NM_000511
HES5,NM_001010926
PTCSC3,NR_049735
F11,NM_000128
TTN,NM_001256850
CELF2-AS2,NR_046108
HSCB,NM_001318314
USP3-AS1,NR_034080
NEK5,NM_001365552
HAAO,NM_012205
NTM-AS1,NM_207432
SEPTIN8,NM_001098811
ADGRG2,NM_001079858
PTCHD1,NM_173495
HCG25,NR_044997
KIFC3,NM_001130099
LRRC7,NM_001330635
FSIP2,NM_173651
IFT27,NM_001177701
KLF6,NM_001008490
SRD5A3-AS1,NR_037969
CRLF3,NM_015986
TMEM266,NM_152335
BCL2L14,NM_001370268
WASF3-AS1,NA
ERI2,NM_001142725
N4BP2,NM_001318359
PSG8,NM_001130167
TNFRSF11B,NM_002546
PIK3C2A,NM_001321378
ACKR3,NM_001047841
STRADB,NM_001206864
TGFBR3,NM_001195683
RAPH1,NM_001329728
ZNF596,NM_001042415
PLXNB2,NM_001376864
FAM107A,NM_001076778
SLC22A6,NM_004790
LMO7-AS1,NR_120410
PDZK1,NM_001201325
RIN2,NM_001242581
C12orf42,NM_001099336
ENTPD1-AS1,NR_038444
ATP6V0E2-AS1,NM_001008745
TSPOAP1-AS1,NR_038410
MORC2-AS1,NM_153044
TMEM140,NM_018295
DIO2-AS1,NR_038355
A2ML1-AS1,NA
CEP152,NM_001194998
PHKA1-AS1,NR_110391
TH2LCRR,NR_132124
AF274853.1,NA
CBR3-AS1,NR_038892
NACC2,NM_144653
COL10A1,NM_000493
SMC1B,NM_001291501
OIP5,NM_001317860
ZDHHC2,NM_001362988
MEP1B,NM_001308171
BDNF,NM_001143805
SLC9A9,NM_173653
WWC3-AS1,NA
LSAMP-AS1,NR_109998
PRSS51,XM_047422509
DPP10-AS3,NR_132105
SYCP3,NM_001177948
TYRO3,NM_001330264
APCDD1L-DT,NR_034147
TMBIM6,NM_001098576
ZFHX2-AS1,NA
ADHFE1,NM_144650
GPC5-AS1,NR_046520
GPC5-AS2,NR_120382
PLN,NM_002667
SEZ6,NM_001098635
AADAT,NM_001286682
C2orf72,NM_001144994
COL27A1,NM_032161
MIR9-3HG,NR_015411
MTCP1,NM_001018025
TNIP2,NM_001161527
SLC29A3,NM_001174098
PARP9,NM_001146102
ZBTB8A,NM_001040441
CLMP,NM_024769
FGFR3,NM_000142
CBR3,NM_001236
AP4B1-AS1,NR_037864
RFLNA,NM_001365156
PKD2L2,NM_001258448
PCYT1B-AS1,NR_046638
ST7-AS2,NR_002331
NKAIN3-IT1,NA
RMDN2-AS1,NR_102712
QTRT2,NM_001256835
FER1L5,NM_001077400
Z98884.1,NA
GRIA4,NM_000829
SEMA4A,NM_001193300
RASGEF1A,NM_001282862
MYCBP2-AS1,NR_046716
PKD1L1,NM_138295
EPHB1,NM_004441
HHATL,NM_020707
RNF212B,NM_001282322
ARHGAP29,NM_001328664
HMBOX1,NM_001135726
