GENE_SYMBOLS,refseq_ids
ETV5,NM_004454
SPRY4-AS1,NR_120664
ANKRD55,NM_001039935
SPRY4,NM_001127496
LRP8,NM_001018054
PGAM1,NM_001317079
SPRED2,NM_001128210
COPS7A,NM_001164093
RPP25,NM_017793
CCDC184,NM_001013635
PER2,NM_003894
SLC32A1,NM_080552
RND3,NM_001254738
CAMK2N2,NM_033259
TCEAL7,NM_001348258
NCBP2AS2,NM_001355243
CYCS,NM_018947
SLC25A5,NM_001152
SPRED3,NM_001039616
NAP1L5,NM_153757
SALL2,NM_001291446
TCIM,NM_020130
DUSP4,NM_001394
CRH,NM_000756
UBE2S,NM_014501
CBLN4,NM_080617
TCEAL8,NM_001006684
RASGRF2-AS1,NR_105015
TMEM221,NM_001190844
CKMT2,NM_001099735
FGF1,NM_000800
BEST3,NM_001282613
MTFP1,NM_001003704
COX14,NM_001257133
HELLPAR,NA
ALDH1B1,NM_000692
EMC6,NM_001014764
DDT,NM_001084392
MEF2C-AS2,NR_146284
NDUFB11,NM_001135998
WASF3-AS1,NA
SHC4,NM_203349
MRPL54,NM_172251
CCDC65,NM_001286957
STARD13-AS,NR_046693
LBH,NM_030915
MAFG-DT,NA
INO80-AS1,NR_170322
TRBC2,NA
ZPBP,NM_001159878
TRPC7,NM_001167576
MTCP1,NM_001018025
SPDYE5,NM_001099435
OSTN,NM_198184
NTM-AS1,NM_207432
PPFIA2-AS1,NR_120491
DLGAP1-AS3,NR_038895
SPDYE21P,NA
CLDN20,NM_001001346
SYNPO2L,NM_001114133
ALG13-AS1,NA
NAT16,NM_001369694
BCL2L14,NM_001370268
FGF12-AS1,NR_046596
MYCBP2-AS1,NR_046716
ZNF385D-AS1,NR_046731
IL18,NM_001243211
EDDM13,NM_001354658
LECT2,NM_002302
GRM5-AS1,NR_049724
DLGAP1-AS4,NR_102696
SOX5-AS1,NR_120472
PGLYRP1,NM_005091
GABRG3-AS1,NR_120343
NAV2-AS3,NR_174949
ERICH3-AS1,NR_121670
PVALB,NM_001315532
CADM2-AS2,NR_046752
RNF157-AS1,NR_040017
ADARB2-AS1,NM_001098830
KAZN-AS1,NR_149058
CORT,NM_001302
CYP26A1,NM_000783
RORA-AS1,NR_120339
SPDYE1,NM_001378423
CBR3,NM_001236
IPO9-AS1,NR_046696
LNX1-AS1,NR_046622
CELF2-AS2,NR_046108
CCND1,NM_053056
CCDC196,NM_001004331
KDM4A-AS1,NR_033827
C3orf49,NM_001355236
ABCA9-AS1,NR_126414
DLGAP1-AS5,NR_036489
GNG12-AS1,NR_040077
MORC2-AS1,NM_153044
RBP2,NM_004164
RTL1,NM_001134888
C12orf40,NM_001031748
PRKCA-AS1,NR_110822
PKD2L2,NM_001258448
FGF14-AS1,NR_125912
CBLN1,NM_004352
IQUB,NM_001282855
SLC24A1,NM_001254740
PRICKLE2-AS3,NR_046702
CHRM3-AS2,NR_103776
DPP10-AS3,NR_132105
CHL1-AS1,NR_110739
SERPINE3,NM_001101320
FILIP1L,NM_001042459
VGF,NM_003378
MACROD2-AS1,NR_037841
DOCK6,NM_001367830
GPR3,NM_005281
RBMS3-AS3,NR_109804
SPDYE3,NM_001004351
ETV4,NM_001079675
ZMYM4-AS1,NR_046659
PLN,NM_002667
FAM217A,NM_173563
EPN2-AS1,NR_048576
ZBTB32,NM_001316902
Z99496.2,NA
DIAPH2-AS1,NR_125391
EEF1AKMT4,NM_032331
LSR,NM_001260489
SLC26A5,NM_001167962
EDRF1-AS1,NR_120633
KCNJ13,NM_001172416
SHANK2-AS1,NR_046567
DGUOK-AS1,NR_104029
ST7-AS2,NR_002331
PRSS48,NM_001353611
SRD5A3-AS1,NR_037969
LMO7-AS1,NR_120410
KCNMB2-AS1,NR_126560
PDC,NM_002597
GCNT7,NM_080615
INSL6,NM_007179
ALG1L2,NM_001136152
SST,NM_001048
DCDC2B,NM_001099434
HAAO,NM_012205
SRGAP2-AS1,NR_104189
GRID1-AS1,NR_038986
CADM2-AS1,NA
GRIK1-AS1,NR_027021
OGFRP1,NR_036498
MDC1-AS1,NR_133647
ST8SIA2,NM_001330416
KCNMA1-AS1,NR_120655
P4HA3,NM_001288748
FMO5,NM_001144829
TRPC5OS,NM_001195576
MYO16-AS1,NR_047700
ARHGAP26-AS1,NR_046680
MIR155HG,NR_001458
WDFY3-AS1,NR_046707
SSC4D,NM_080744
IGFBP5,NM_000599
CXCL17,NM_198477
RGL4,NM_001329424
KCTD4,NM_198404
HSD11B1,NM_001206741
TTC21B-AS1,NR_038983
G0S2,NM_015714
ACOT6,NM_001037162
ECM2,NM_001197295
MYOT,NM_001135940
KCNMA1-AS3,NR_126365
BICRA-AS1,NA
MROH6,NM_001100878
ASTN2-AS1,NR_033973
MSMO1,NM_001017369
FRMPD3-AS1,NR_046750
ACMSD,NM_001307983
ANKUB1,NM_001144960
AARD,NM_001025357
TTC3-AS1,NR_046651
SPDYE2,NM_001031618
RERE-AS1,NR_125999
CEACAM1,NM_001024912
THRIL,NR_110375
KIF26B-AS1,NR_151721
PCCA-AS1,NR_047686
EVI2B,NM_006495
LARS2-AS1,NR_048543
FAT2,NM_001447
TCF4-AS2,NA
NEK5,NM_001365552
CNTN4-AS2,NR_046555
HTR2B,NM_000867
AFAP1-AS1,NM_032654
SLC3A1,NM_000341
DLGAP2-AS1,NR_103863
TNFSF13B,NM_001145645
CADM3-AS1,NR_037870
AP4B1-AS1,NR_037864
PDZK1,NM_001201325
MTUS2-AS1,NR_046378
FSD2,NM_001007122
SNX31,NM_001363720
GOLGA6L7,NM_001365371
OGN,NM_014057
LSAMP-AS1,NR_109998
SPINK8,NM_001080525
NHS-AS1,NR_046632
MAGI1-AS1,NR_046575
STAG3,NM_001282716
OPA1-AS1,NR_046634
TYR,NM_000372
OMD,NM_005014
FAM186B,NM_032130
APOA1-AS,NR_126362
Z84468.1,NA
DAB1-AS1,NR_104362
ZNF451-AS1,NR_110742
DOCK4-AS1,NR_103806
NCOA7-AS1,NR_126386
CLIP1-AS1,NR_045382
GNRHR,NM_000406
CRPPA-AS1,NR_038946
SYNPR-AS1,NR_046677
NDST1-AS1,NR_105061
RAI1-AS1,NR_130894
RBPMS,NM_001008710
OCIAD1-AS1,NR_146806
C17orf78,NM_001321399
ARHGEF38,NM_001242729
TMEM108-AS1,NR_110812
SIDT1-AS1,NA
F5,NM_000130
LEPR,NM_001003679
TEKT5,NM_144674
GLIPR1L1,NM_001304964
PRSS51,XM_047422509
FYCO1,NM_001386421
PDZD9,NM_001363519
ELF3-AS1,NR_146472
PITRM1-AS1,NR_038284
NEURL1-AS1,NR_120675
ARMC3,NM_001282745
C6orf118,NM_144980
C2orf15,NM_001317992
PAPPA,NM_002581
MYT1L-AS1,NR_024468
TUSC7,NR_015391
BBOX1-AS1,NR_125766
PNOC,NM_001284244
PTTG1,NM_001282382
KIRREL3-AS1,NR_174952
SCAT2,NR_157844
APOBEC4,NM_203454
GK-AS1,NR_046603
PCDH9-AS4,NR_046637
RNF212B,NM_001282322
PSG8,NM_001130167
NOTUM,NM_178493
CP,NM_000096
AF107885.2,NA
LHX4,NM_033343
LUNAR1,NR_126487
CCDC192,NM_001317938
ACSM3,NM_005622
OPN5,NM_001030051
LHFPL3-AS1,NR_034141
Z99758.1,NA
ZNF385D-AS2,NR_046876
IL5,NM_000879
KCNE1,NM_000219
CASP8,NM_001080124
SH3PXD2A-AS1,NR_038940
VPS9D1-AS1,NR_036480
PEX5L-AS2,NR_110059
PDE6C,NM_006204
GABRR2,NM_002043
ASPN,NM_001193335
DEUP1,NM_181645
TMPRSS11A,NM_001114387
CFLAR-AS1,NR_040030
PLSCR2,NM_001199978
TEX53,NM_001354645
KCNQ1,NM_000218
TAGAP,NM_001278733
BTBD18,NM_001145101
SPDYE2B,NM_001166339
BSPH1,NM_001128326
NFE2L3,NM_004289
ZBTB20-AS2,NA
ACKR4,NM_016557
HIPK4,NM_144685
C19orf18,NM_152474
SMC1B,NM_001291501
PPEF2,NM_006239
LMCD1,NM_001278233
GJB7,NM_198568
C6orf99,NA
TEX48,NM_001199233
ERICH6,NM_001308234
ADCY10,NM_001167749
SLC28A2,NM_004212
KLRD1,NM_001114396
MASP2,NM_006610
Z99774.1,NA
HSPA1B,NM_005346
MUC6,NM_005961
EVC,NM_001306090
LRRIQ3,NM_001105659
C8orf88,NM_001190972
GLYAT,NM_005838
PCDH12,NM_016580
DIO2-AS1,NR_038355
TMPRSS11F,NM_207407
DOCK8,NM_001190458
TRAPPC12-AS1,NR_046720
ADGRL3-AS1,NR_110595
AK7,NM_001350888
TRPM2-AS,NR_109964
LGALS9,NM_001330163
C9orf153,NM_001010907
FAM242F,NR_135136
SCARNA9,NR_002569
DUSP5,NM_004419
FST,NM_006350
C11orf96,NM_001145033
GYPB,NM_001304382
KCTD14,NM_001282406
C5orf67,NM_001287053
TSIX,NR_003255
SAP25,NM_001168682
CFAP300,NM_001195005
PENK,NM_001135690
ZFP36,NM_003407
TSBP1,NM_001286474
LVRN,NM_173800
ZNF695,NM_001204221
CYP2C18,NM_000772
LIPI,NM_001302998
PM20D1,NM_152491
ATP6V0A4,NM_020632
CPHXL,NM_001355613
PRSS55,NM_001197020
HSPA1A,NM_005345
NR4A3,NM_006981
NPY,NM_000905
MTRNR2L1,NM_001190452
PRKCH,NM_006255
ARC,NM_001412852
CYP39A1,NM_001278738
