GENE_SYMBOLS,refseq_ids
LRP8,NM_001018054
ANKRD55,NM_001039935
SPRED1,NM_152594
SPRY4,NM_001127496
SHC3,NM_016848
RND3,NM_001254738
SPRY4-AS1,NR_120664
SPRED3,NM_001039616
CKMT2,NM_001099735
SPRED2,NM_001128210
ETS1,NM_001143820
RASGRF2-AS1,NR_105015
TMEM221,NM_001190844
TMCC3,NM_001301036
CCDC184,NM_001013635
BEST3,NM_001282613
CAMK2N2,NM_033259
ETV5,NM_004454
SHC4,NM_203349
ZNF215,NM_001354853
SLC32A1,NM_080552
ALDH1B1,NM_000692
DUSP4,NM_001394
TCIM,NM_020130
TEX15,NM_001350162
TRPC7,NM_001167576
ZC2HC1B,NM_001013623
EEF1AKMT4,NM_032331
AK7,NM_001350888
KCP,NM_001135914
CRH,NM_000756
FGF1,NM_000800
PER2,NM_003894
KMO,NM_001410944
KCTD4,NM_198404
SST,NM_001048
HELLPAR,NA
WASF3-AS1,NA
NECTIN3-AS1,NR_045114
STARD13-AS,NR_046693
RTL1,NM_001134888
MEF2C-AS2,NR_146284
NTM-AS1,NM_207432
PGLYRP1,NM_005091
CPED1,NM_001105533
CBR3,NM_001236
SHANK2-AS1,NR_046567
KIF26B-AS1,NR_151721
IL18,NM_001243211
BCL2L14,NM_001370268
Z82217.1,NA
ZPBP,NM_001159878
LMNB1-DT,NR_134485
ZNF385D-AS1,NR_046731
VGF,NM_003378
EDDM13,NM_001354658
DCDC2B,NM_001099434
LECT2,NM_002302
GABRG3-AS1,NR_120343
ST8SIA2,NM_001330416
LMO7-AS1,NR_120410
GRM5-AS1,NR_049724
MEOX2,NM_005924
LSR,NM_001260489
NTRK3-AS1,NR_038229
C2orf16,NM_032266
PAH,NM_000277
EVI2B,NM_006495
SLC51A,NM_152672
LMCD1,NM_001278233
DLGAP1-AS4,NR_102696
CELF2-AS2,NR_046108
DPP10-AS3,NR_132105
HCRTR2,NM_001384272
PRKCA-AS1,NR_110822
SLC24A1,NM_001254740
IGFBP5,NM_000599
CCDC196,NM_001004331
CLDN20,NM_001001346
IPO9-AS1,NR_046696
MORC2-AS1,NM_153044
NAT16,NM_001369694
SLC22A6,NM_004790
PRICKLE2-AS3,NR_046702
OSTN,NM_198184
Z99496.2,NA
HAAO,NM_012205
KAZN-AS1,NR_149058
FUT2,NM_000511
GNG12-AS1,NR_040077
C4orf45,NM_152543
KCNMB2-AS1,NR_126560
MTCP1,NM_001018025
INO80-AS1,NR_170322
FGF12-AS1,NR_046596
SPDYE5,NM_001099435
WDR88,NM_173479
TMLHE-AS1,NR_039991
NUCB1-AS1,NR_046633
DLGAP4-AS1,NR_109939
ST7-AS2,NR_002331
KCNE1,NM_000219
CHL1-AS1,NR_110739
DLGAP1-AS3,NR_038895
FAM222A-AS1,NM_032897
SOX5-AS1,NR_120472
WWC3-AS1,NA
