GENE_SYMBOLS,refseq_ids
HES4,NM_001142467
AURKAIP1,NM_001127229
MRPL20-AS1,NR_015434
ANKRD65,NM_001145210
TPRG1L,NM_182752
SMIM1,NM_001163724
UBXN10-AS1,NA
PINK1,NM_032409
RPL11,NM_000975
PITHD1,NM_020362
STMN1,NM_001145454
ZNF593,NM_015871
ATP5IF1,NM_016311
HCRTR1,NM_001525
PEF1,NM_001359651
TMEM54,NM_001329722
C1orf216,NM_001348691
LSM10,NM_032881
NDUFS5,NM_001184979
CITED4,NM_133467
PRDX1,NM_001202431
UQCRH,NM_001297565
KTI12,NM_138417
DHCR24,NM_014762
GADD45A,NM_001199741
TAF13,NM_005645
LAMTOR5,NM_001382293
ANKRD34A,NM_001039888
HIST2H2BE,NA
MLLT11,NM_006818
S100A6,NM_014624
RPS27,NM_001030
LAMTOR2,NM_001145264
NAXE,NM_144772
DUSP23,NM_001319658
TSTD1,NM_001113205
UFC1,NM_016406
RGS4,NM_001102445
SHISA4,NM_198149
LAMB3,NM_000228
SERTAD4-AS1,NR_024337
NEK2,NM_001204182
SRP9,NM_001130440
HIST3H2A,NA
RPS7,NM_001011
FKBP1B,NM_001322963
PTRHD1,NM_001013663
POMC,NM_000939
OST4,NM_001134693
SNX17,NM_001267059
FNDC4,NM_022823
CRIM1-DT,NR_037631
CALM2,NM_001305624
RPS27A,NM_001135592
CYP26B1,NM_001277742
CCT7,NM_001009570
DCTN1,NM_001135040
MRPL53,NM_053050
TMSB10,NM_021103
TGOLN2,NM_001206840
RNF181,NM_016494
COX5B,NM_001862
MTLN,NM_001355251
MZT2B,NM_001330282
CCDC115,NM_001321118
IMP4,NM_001320304
ATP5MC3,NM_001002256
NDUFB3,NM_001257102
EEF1B2,NM_001037663
RETREG2,NM_001321109
STK16,NM_001008910
ITM2C,NM_001012514
COPS9,NM_001163424
BRK1,NM_018462
RPL32,NM_000994
LSM3,NM_014463
RPL15,NM_001253379
RPSA,NM_001304288
EIF1B,NM_005875
CCK,NM_000729
HIGD1A,NM_001099668
TMA7,NM_001329417
NDUFAF3,NM_199069
TUSC2,NM_007275
CISH,NM_013324
MANF,NM_006010
RPL29,NM_000992
SPCS1,NM_014041
SELENOK,NM_021237
RPL24,NM_000986
COX17,NM_001382002
C3orf22,NM_152533
PFN2,NM_002628
C3orf80,NM_001168214
RPL22L1,NM_001099645
AP2M1,NM_001025205
MAGEF1,NM_022149
EIF4A2,NM_001967
NCBP2AS2,NM_001355243
RPL35A,NM_000996
C4orf48,NM_001141936
NSG1,NM_001040101
JAKMIP1,NM_001099433
MRFAP1,NM_001272053
RPL9,NM_000661
COMMD8,NM_001329668
PYURF,NM_032906
NAP1L5,NM_153757
H2AFZ,NA
RPL34,NM_000995
SNHG8,NR_003584
TMEM155,NA
NDUFC1,NM_001184986
SCOC,NM_001153446
RPS3A,NM_001006
SLC25A4,NM_001151
NDUFS6,NM_004553
PELO,NM_015946
BTF3,NM_001037637
RPS23,NM_001025
COX7C,NM_001867
PCSK1,NM_000439
CTXN3,NM_001048252
HINT1,NM_005340
UQCRQ,NM_014402
VDAC1,NM_001401008
SKP1,NM_006930
ZMAT2,NM_144723
SPRY4-AS1,NR_120664
RPS14,NM_001025070
ATOX1,NM_004045
PTTG1,NM_001282382
HIGD2A,NM_138820
PRELID1,NM_001271828
NHP2,NM_001034833
HEIH,NR_045680
FAM50B,NM_012135
NRN1,NM_001278710
IER3-AS1,NR_149095
ATP6V1G2,NM_001204078
FKBPL,NM_022110
RNF5,NM_006913
RPS18,NM_022551
CUTA,NM_001014433
HMGA1,NM_001319077
RPS10,NM_001014
RPL10A,NM_007104
MTCH1,NM_001271641
TOMM6,NM_001134493
TBCC,NM_003192
MEA1,NM_001318942
DNPH1,NM_006443
COX7A2,NM_001366292
FABP7,NM_001319039
RPS12,NM_001016
SF3B5,NM_031287
MAS1,NM_001366704
NUDT1,NM_001367553
NDUFA4,NM_002489
TOMM7,NM_019059
CYCS,NM_018947
MRPS24,NM_032014
SNHG15,NR_003697
SEC61G,NM_001012456
MRPS17,NM_015969
CHCHD2,NM_001320327
NUPR2,NM_001145712
SPDYE17,NM_001351351
MDH2,NM_001282403
ATP5MF,NM_001003713
POP7,NM_005837
AP1S1,NM_001283
ZNHIT1,NM_006349
FIS1,NM_016068
DNAJB9,NM_012328
ARF5,NM_001662
ATP6V1F,NM_001198909
SMKR1,NM_001195243
KDM7A-DT,NR_024451
NDUFB2,NM_004546
ATP6V0E2,NM_001100592
CDK5,NM_001164410
HTR5A-AS1,NR_038945
FAM87A,NR_103537
LPL,NM_000237
NUDT18,NM_024815
NEFL,NM_006158
SARAF,NM_001284239
YTHDF3-AS1,NA
CRH,NM_000756
RRS1,NM_015169
RPL7,NM_000971
UQCRB,NM_001199975
COX6C,NM_004374
POLR2K,NM_005034
AARD,NM_001025357
LY6D,NM_003695
LY6E,NM_001127213
GRINA,NM_000837
EXOSC4,NM_019037
RPL8,NM_000973
TUSC1,NM_001004125
DNAJA1,NM_001314039
BAG1,NM_001172415
RPP25L,NM_148178
DCTN3,NM_001281425
STOML2,NM_001287031
CREB3,NM_006368
HINT2,NM_032593
TOMM5,NM_001001790
POLE3,NM_001278255
ATP6V1G1,NM_004888
RPL35,NM_007209
RPL12,NM_000976
C9orf16,NA
SET,NM_001122821
ENDOG,NM_004435
RPL7A,NM_000972
SURF2,NM_001278928
TMEM141,NM_032928
PHPT1,NM_001135860
EDF1,NM_001281297
TMEM203,NM_053045
FRMPD2,NM_001017929
ADO,NM_032804
PCBD1,NM_000281
UNC5B-AS1,NR_038453
SNCG,NM_001330120
FRAT2,NM_012083
PGAM1,NM_001317079
NPM3,NM_006993
HPS6,NM_024747
ATP5MD,NA
RPLP2,NM_001004
POLR2L,NM_021128
CD81,NM_001297649
PHLDA2,NM_003311
CAVIN3,NM_145040
MRPL17,NM_022061
RPL27A,NM_000990
EIF4G2,NM_001042559
RPS13,NM_001017
LDHA,NM_001135239
CD59,NM_000611
TIMM10,NM_012456
SELENOH,NM_001321335
TMEM258,NM_014206
FEN1,NM_004111
FTH1,NM_002032
EEF1G,NM_001404
UQCC3,NM_001085372
GNG3,NM_012202
COX8A,NM_004074
OTUB1,NM_017670
FKBP2,NM_001135208
BAD,NM_004322
TRMT112,NM_001286082
PRDX5,NM_001358511
ARL2,NM_001199745
SAC3D1,NM_001367485
ZNHIT2,NM_014205
FAU,NM_001997
MRPL49,NM_004927
FAM89B,NM_001098784
CFL1,NM_005507
CCDC85B,NM_006848
DRAP1,NM_006442
BANF1,NM_001143985
AIP,NM_001302959
GSTP1,NM_000852
MRPL21,NM_181512
