GENE_SYMBOLS,refseq_ids
IGSF21-AS1,XR_001737917
CCN1,NM_001554
THEM5,NM_182578
APOBEC4,NM_203454
PRELP,NM_002725
WDR64,NM_001367482
COLEC11,NM_001255982
SPRED2,NM_001128210
MALL,NM_001371559
FAP,NM_001291807
LMCD1,NM_001278233
PRICKLE2-AS3,NR_046702
TEX55,NM_152539
ATP1B3-AS1,NA
ETV5,NM_004454
ART3,NM_001130016
ENPEP,NM_001379611
PCDH18,NM_001300828
SFRP2,NM_003013
HOMER1,NM_001277077
DND1,NM_194249
NMUR2,NM_020167
STMND1,NM_001190766
SCGN,NM_006998
HIST1H3E,NA
Z97989.1,NA
RAET1E,NM_001243325
TMEM184A,NM_001097620
ELFN1,NM_001128636
FGF17,NM_001304478
DNAJB5,NM_001135004
PCA3,NR_015342
NR4A3,NM_006981
PTGES,NM_004878
ST8SIA6-AS1,NR_034129
NEURL1-AS1,NR_120675
MTRNR2L8,NM_001190702
EHF,NM_001206615
TBC1D10C,NM_001256508
SMIM38,NM_001369201
SHANK2-AS1,NR_046567
ARAP1-AS2,NR_146780
NECTIN1-AS1,NR_183634
UBASH3B,NM_001363365
GSG1,NM_001080554
PCED1B,NM_001281429
CDK2AP1,NM_001270433
USP12-AS1,NR_046547
FRMD6,NM_001042481
NGB,NM_021257
CHRM5,NM_001320917
GJD2,NM_020660
SPRED1,NM_152594
MYO1E,NM_004998
RPP25,NM_017793
LINGO1-AS1,NM_001242772
AGBL1,NM_001386094
CLDN9,NM_020982
YPEL3,NM_001145524
HSD11B2,NM_000196
PMFBP1,NM_001160213
TRARG1,NM_172367
MIR22HG,NM_001001870
RAI1-AS1,NR_130894
RASL10B,NM_033315
C17orf78,NM_001321399
PRKCA-AS1,NR_110822
LDLRAD4-AS1,NR_040031
C18orf54,NM_001288980
PLEKHF1,NM_024310
CYP2A6,NM_000762
PSG4,NM_001276495
EFCAB8,NM_001143967
NFATC2,NM_001136021
ADAMTS1,NM_006988
MRAP,NM_001285394
SLC5A3,NM_006933
AF064866.1,NA
NEFH,NM_021076
Z82215.1,NA
CYTH4,NM_001318024
BIK,NM_001197
TMEM47,NM_031442
FOXO4,NM_001170931
NLGN4Y-AS1,NR_046504
HAO2,NM_001005783
