pathway,pval,padj,log2err,ES,NES,size,leadingEdge
KEGG_RIBOSOME,1.76779341670951e-28,3.05828261090746e-26,1.38774608305349,-0.798593919579469,-3.1609165853911,81,RPL36A|RPL12|RPL26|RPS12|RPS27A|RPS15A|RPS29|RPS8|RPL37|RPL35|RPL41|RPL37A|RPL24|RPL36AL|RPL21|RPL35A|FAU|RPL34|RPS26|RPS18|RPS7|RPL38|RPL17|RPS24|RPL22L1|RPL7|RPL9|RPS21|RPS3A|RPL30|RPL11|RPS10|RPL6|RPL27A|RPL10A|RPS6|RPS27|RPL26L1|RPL32|RPL39|RPS9|RPL10|RPS13|RPL22|RPL19|RPLP2|RPL23A|RPL29|RPL27|RPS23|RPL23|RPS19|RPS4X|RPL7A|RPL18A|RSL24D1|RPS20|RPL3|RPLP1|RPL36|RPS25|RPS28|RPS16|RPL13|RPS3|RPL14|RPL18|RPS15|RPSA|RPS2|RPL13A|RPL8|RPL5|RPL15
KEGG_OXIDATIVE_PHOSPHORYLATION,1.43054909803133e-19,1.2374249697971e-17,1.14219120216838,-0.730118979425368,-2.86263945181127,76,COX7A1|NDUFA7|NDUFB2|NDUFB8|COX7A2|NDUFB1|UQCRQ|NDUFS6|ATP5ME|NDUFB3|ATP5PD|COX6C|UQCR11|ATP5MC1|COX5B|ATP5F1E|NDUFB9|NDUFB7|NDUFA6|COX17|ATP5PF|NDUFS5|NDUFA1|NDUFA5|NDUFAB1|ATP5MF|COX7B|NDUFA4|COX7C|UQCR10|COX4I1|COX6B1|NDUFA8|UQCRFS1|ATP5PO|NDUFB10|ATP5MC2|NDUFC1|ATP5MC3|UQCRB|COX5A|NDUFA2|NDUFC2|COX8A|TCIRG1|NDUFS3|NDUFA11|ATP6V1E1|COX6A1|ATP5PB|NDUFB4|UQCRH|ATP5F1A|NDUFA3|ATP6V1G1|NDUFB5|ATP6V1D|ATP6V1G2|CYC1|ATP5F1D|ATP6V1F|ATP5F1B|NDUFS2
HALLMARK_OXIDATIVE_PHOSPHORYLATION,1.71772853452245e-18,9.90556788241281e-17,1.11466447751729,-0.656926109429751,-2.72844505767724,110,NDUFA7|NDUFB2|NDUFB8|COX7A2|NDUFB1|UQCRQ|NDUFS6|ATP5ME|NDUFB3|ATP5PD|COX6C|TIMM8B|UQCR11|ATP5MC1|COX5B|ATP5F1E|NDUFB7|NDUFA6|COX17|ATP5PF|TIMM10|NDUFA1|NDUFA5|NDUFAB1|ATP5MF|COX7B|NDUFA4|COX7C|UQCR10|BAX|COX4I1|COX6B1|NDUFA8|UQCRFS1|MRPS12|ATP5PO|ETFB|ATP5MC2|NDUFC1|MRPL15|ATP5MC3|UQCRB|COX5A|NDUFA2|CYCS|MRPL34|NDUFC2|COX8A|TCIRG1|SLC25A5|ISCU|TIMM13|NDUFS3|ATP6V1E1|COX6A1|SURF1|ATP5PB|NDUFB4|VDAC1|UQCRH|IDH3B|ATP5F1A|NDUFA3|ATP6V1G1|NDUFB5|LDHA|TIMM17A|VDAC2|GRPEL1|ISCA1|GPX4|ATP6V1D|CYC1|ATP5F1D|SLC25A3|ATP6V1F|ATP5F1B|NDUFS2|TOMM22
KEGG_PARKINSONS_DISEASE,4.28380567954774e-17,1.8527459564044e-15,1.06720998682811,-0.716377585810152,-2.79634089633095,74,COX7A1|NDUFA7|NDUFB2|NDUFB8|COX7A2|NDUFB1|UQCRQ|NDUFS6|NDUFB3|ATP5PD|COX6C|UQCR11|ATP5MC1|COX5B|ATP5F1E|NDUFB9|NDUFB7|NDUFA6|ATP5PF|NDUFS5|NDUFA1|NDUFA5|NDUFAB1|COX7B|NDUFA4|PARK7|COX7C|UQCR10|COX4I1|COX6B1|NDUFA8|UQCRFS1|ATP5PO|NDUFB10|ATP5MC2|NDUFC1|ATP5MC3|UQCRB|COX5A|NDUFA2|CYCS|NDUFC2|COX8A|SLC25A5|NDUFS3|COX6A1|ATP5PB|NDUFB4|VDAC1|UQCRH|ATP5F1A|NDUFA3|NDUFB5|VDAC2|CYC1|ATP5F1D|PPID|ATP5F1B|SEPTIN5|NDUFS2|UBB|PINK1
KEGG_ALZHEIMERS_DISEASE,9.56187761378148e-16,3.30840965436839e-14,1.01754479730988,-0.687477521432418,-2.72110649267603,81,COX7A1|NDUFA7|NDUFB2|NDUFB8|COX7A2|NDUFB1|UQCRQ|NDUFS6|NDUFB3|ATP5PD|COX6C|UQCR11|ATP5MC1|COX5B|ATP5F1E|NDUFB9|NDUFB7|NDUFA6|ATP5PF|NDUFS5|NDUFA1|NDUFA5|NDUFAB1|COX7B|NDUFA4|COX7C|UQCR10|PPP3R2|COX4I1|COX6B1|NDUFA8|UQCRFS1|ATP5PO|NDUFB10|ATP5MC2|NDUFC1|ATP5MC3|UQCRB|COX5A|NDUFA2|CYCS|NDUFC2|COX8A|PSENEN|NDUFS3|COX6A1|ATP5PB|NDUFB4|UQCRH|ATP5F1A|NDUFA3|NDUFB5|CALM3|CALM2|CYC1|ATP5F1D|CHP1|ATP5F1B|GAPDH|NDUFS2
KEGG_HUNTINGTONS_DISEASE,5.23761272644833e-15,1.51017833612593e-13,0.996986217533181,-0.652772973436975,-2.65104302108816,95,COX7A1|NDUFA7|NDUFB2|NDUFB8|COX7A2|POLR2J2|NDUFB1|UQCRQ|NDUFS6|NDUFB3|ATP5PD|COX6C|UQCR11|ATP5MC1|COX5B|ATP5F1E|NDUFB9|NDUFB7|NDUFA6|ATP5PF|NDUFS5|NDUFA1|NDUFA5|NDUFAB1|COX7B|NDUFA4|COX7C|POLR2K|UQCR10|BAX|COX4I1|COX6B1|POLR2I|NDUFA8|UQCRFS1|DCTN2|ATP5PO|POLR2L|NDUFB10|ATP5MC2|NDUFC1|ATP5MC3|UQCRB|COX5A|NDUFA2|CYCS|NDUFC2|COX8A|SLC25A5|NDUFS3|POLR2G|COX6A1|ATP5PB|AP2S1|NDUFB4|VDAC1|UQCRH|ATP5F1A|NDUFA3|NDUFB5|VDAC2|CYC1|ATP5F1D|POLR2J|SOD1|PPID|ATP5F1B|NDUFS2|DNAL4|CLTC|POLR2E
HALLMARK_MYC_TARGETS_V1,1.18133502511702e-12,2.91958513350349e-11,0.910119734774459,-0.603273271634387,-2.4762344565034,102,MRPS18B|RPL34|EEF1B2|SNRPD1|NME1|RANBP1|RPS10|RPL6|NDUFAB1|LSM2|RPS6|SNRPG|RPL22|PA2G4|LSM7|PSMA7|HDDC2|SNRPB2|PSMB3|HSPE1|CCT4|POLD2|ACP1|PSMD7|NHP2|COX5A|SET|YWHAQ|PSMA2|VBP1|RPS3|HSPD1|MRPL9|RPL14|APEX1|RPL18|VDAC1|SSB|CCT7|H2AZ1|PSMD8|RPS2|ERH|POLE3|PHB1|PTGES3|LDHA|PGK1|EIF4H|HNRNPA1|CYC1|RAN|RPS5|ODC1|SLC25A3|NPM1|IMPDH2|CCT3|NOP16|SERBP1|XRCC6|RRP9|SRSF3|NOLC1|YWHAE|FBL|TCP1|NCBP2|ILF2|SRM|SF3A1|KARS1|CCT2|EIF4G2|PRDX3|CCT5|RPLP0|KPNA2|GOT2|TUFM|SNRPD2|C1QBP|PSMD3|PPIA|RACK1|VDAC3
HALLMARK_DNA_REPAIR,7.61070715524699e-08,1.64581542232216e-06,0.704975715167238,-0.599059982837082,-2.25570358048347,62,RFC3|GTF2H5|PDE6G|COX17|NME1|POLR1H|APRT|POLR2K|DAD1|EDF1|RPA2|POLD4|POLR2I|MRPL40|ALYREF|SNAPC5|TAF10|GMPR2|POLE4|MPC2|GUK1|POLR2G|SURF1|CCNO|GTF2A2|SUPT4H1|GPX4|EIF1B|POLR2J|RAE1|IMPDH2|TMED2|POLR2E|SAC3D1|NT5C|TAF13|FEN1
KEGG_CARDIAC_MUSCLE_CONTRACTION,1.32192183513122e-07,2.54102752753002e-06,0.690132458796796,-0.691701826492291,-2.32800786022339,35,COX7A1|COX7A2|UQCRQ|COX6C|UQCR11|COX5B|COX7B|COX7C|CACNA2D4|UQCR10|COX4I1|COX6B1|UQCRFS1|UQCRB|COX5A|COX8A|CACNG4|COX6A1|UQCRH
KEGG_SPLICEOSOME,9.63167607826444e-06,0.000166627996153975,0.593325476396405,-0.613000868750041,-2.11231325946057,39,HSPA1A|SNRPD1|LSM3|LSM2|SNRPG|SNRPB|LSM7|SNRPE|SNRPB2|PPIL1|ALYREF|CWC15|LSM4|SYF2|BUD31|SRSF9|ZMAT2|SF3B6|SNU13|SF3B5|BCAS2|HSPA8|WBP11|HNRNPA1|RBM8A|SRSF3|HSPA1B|NCBP2|SF3A1|SLU7|PUF60
