GENE_SYMBOLS,refseq_ids
GNG12-AS1,NR_040077
PRDM11,NM_001256695
CX3CR1,NM_001171171
AZIN2,NM_001293562
SLC35G2,NM_001097599
MED12L,NM_001393769
LTC4S,NM_000897
MPEG1,NM_001039396
PLAT,NM_000930
DEC1,NA
IQCH,NM_001031715
DOCK4-AS1,NR_103806
MTUS2,NM_001033602
PER3,NM_001289861
NAV2,NM_001111018
NRG1,NM_001159995
PLXDC1,NM_020405
RBFOX1,NM_001142333
IGF1,NM_000618
HNRNPA1P48,NA
ACY3,NM_080658
ZNF385B,NM_001113397
KIF26B,NM_018012
DLEU7,NM_001306135
SYN3,NM_001135774
CPNE4,NM_001289112
KCNQ5,NM_001160130
OVOL2,NM_001303461
SERPINA1,NM_000295
CHRM3,NM_000740
RNASEH2B-AS1,NR_046552
PRKCQ,NM_001242413
KCNIP4,NM_001035003
CNTN5,NM_001243270
KCNH7,NM_033272
HCG22,NM_001348249
GABRG3,NM_001270873
KCNB2,NM_004770
CDH18,NM_001167667
ADAMTS19,NM_133638
RALYL,NM_001100391
BCL6,NM_001130845
ASIC2,NM_001094
CLEC1A,NM_001297748
DLGAP2,NM_001277161
CPT1A,NM_001031847
FRMPD4,NM_001368395
IFITM2,NM_006435
TBC1D8,NM_001102426
HMOX1,NM_002133
HSPA1A,NM_005345
S100A11,NM_005620
TGFBI,NM_000358
HSPA5,NM_005347
CD163L1,NM_001297650
HSPA1B,NM_005346
SH2B2,NM_001359228
CD93,NM_012072
PDIA4,NM_001371244
ST14,NM_021978
CD163,NM_001370145
FCGBP,NM_003890
SDF2L1,NM_022044
NFIL3,NM_001289999
ABCC3,NM_001144070
LILRB3,NM_001081450
ACSL1,NM_001286708
HSPB1,NM_001540
CEMIP2,NM_001135820
SH3PXD2B,NM_001017995
ALOX15B,NM_001039130
S100A9,NM_002965
SPP1,NM_000582
FAM110B,NM_001377989
DNAJB1,NM_001300914
PIM1,NM_001243186
MGAM,NM_001365693
TSIX,NR_003255
HSPA6,NM_002155
FTL,NM_000146
CDKN1A,NM_000389
C5AR1,NM_001736
FAM20A,NM_001243746
HSPH1,NM_001286503
S100A8,NM_001319196
IL21R,NM_021798
DIRC3,NR_026597
NAMPT,NM_005746
SPON1,NM_006108
VEGFA,NM_001025366
CPA6,NM_001127445
PLTP,NM_001242920
