GENE_SYMBOLS,refseq_ids
GNG12-AS1,NR_040077
PRDM11,NM_001256695
CX3CR1,NM_001171171
AZIN1-AS1,NA
AZIN2,NM_001293562
TRPM3,NM_001007470
SLC35G2,NM_001097599
LAPTM5,NM_006762
MED12L,NM_001393769
SFMBT2,NM_001018039
LTC4S,NM_000897
MPEG1,NM_001039396
AGBL3,NM_001345850
PLAT,NM_000930
DEC1,NA
SUSD3,NM_001287005
NAALADL2,NM_207015
IQCH,NM_001031715
DOCK4-AS1,NR_103806
ATG14,NM_014924
MTUS2,NM_001033602
IFNAR2,NM_000874
NEAT1,NR_002802
PIGL,NM_001411072
PER3,NM_001289861
NAV2,NM_001111018
TMTC2,NM_001320321
ADA2,NM_001282225
NRG1,NM_001159995
RAP2C-AS1,NR_110410
SERF2,NM_001018108
RPS19,NM_001022
HMGA1P4,NA
PLXDC1,NM_020405
RBFOX1,NM_001142333
IGF1,NM_000618
HNRNPA1P48,NA
ACY3,NM_080658
ENTPD1-AS1,NR_038444
ZNF385B,NM_001113397
KIF26B,NM_018012
IL3RA,NM_001267713
FGF14,NM_001321931
TNFAIP8,NM_001077654
MACORIS,NR_184023
UNC5D,NM_001322818
RIMS2,NM_001100117
P2RY13,NM_023914
CCSER1,NM_001145065
RPS10,NM_001014
ANAPC13,NM_001242374
DLEU7,NM_001306135
DLGAP1,NM_001003809
TSPO,NM_000714
ZNF7,NM_001282795
PCP4,NM_006198
NRN1,NM_001278710
CBR3-AS1,NR_038892
OPCML,NM_001012393
MGLL,NM_001003794
STXBP5L,NM_001308330
SYN3,NM_001135774
SNTG1,NM_001287813
PFN2,NM_002628
NLRP3,NM_001079821
IGF2R,NM_000876
CNTNAP2,NM_014141
CDK2AP2,NM_001271849
ENO4,NM_001242699
ZNF337-AS1,NR_126465
TXNDC5,NM_001145549
SPDYE3,NM_001004351
GRM5,NM_000842
BST2,NM_004335
SPDYE1,NM_001378423
C1QA,NM_001347465
PLD4,NM_001308174
CLEC9A,NM_207345
GALNT17,NM_022479
RPS29,NM_001030001
C1QC,NM_001114101
IPO9-AS1,NR_046696
PPIB,NM_000942
TMLHE-AS1,NR_039991
CACNA1B,NM_000718
ACSM5,NM_001324371
RPL18A,NM_000980
CPNE4,NM_001289112
CACNA1C,NM_000719
C11orf65,NM_001330368
TMSB10,NM_021103
SEC14L2,NM_001204204
SYNDIG1,NM_001323606
KCNQ5,NM_001160130
GPR34,NM_001033513
EAF2,NM_001320041
GAL3ST4,NM_024637
KCNH1,NM_002238
OVOL2,NM_001303461
SERPINA1,NM_000295
WLS,NM_001002292
MEI4,NM_001282136
MDGA2,NM_001113498
AGBL4,NM_001323573
CHRM3,NM_000740
NRG3,NM_001010848
CYCS,NM_018947
RGS7,NM_001282773
CSMD1,NM_033225
ATP8A2,NM_001313741
CD63,NM_001040034
RNASEH2B-AS1,NR_046552
FCGR2A,NM_001136219
UQCRQ,NM_014402
AIDA,NM_022831
MICOS10,NM_001032363
FP700111.1,NA
FMO5,NM_001144829
HCN1,NM_021072
RPS3A,NM_001006
BEAN1,NM_001136106
PFN1,NM_001375991
NRXN3,NM_001105250
PRKCQ,NM_001242413
SRGAP2-AS1,NR_104189
P2RY12,NM_022788
KCNIP4,NM_001035003
CNTN5,NM_001243270
CNTN4,NM_001206955
KAZN,NM_001017999
NAP1L5,NM_153757
RCAN3,NM_001251977
FTH1,NM_002032
CSF2RA,NM_001161529
PCSK5,NM_001190482
TMEM132D,NM_133448
CALR,NM_004343
APOE,NM_000041
CASP1,NM_001223
FCGR3A,NM_000569
FCER1G,NM_004106
KCNH7,NM_033272
POLR2K,NM_005034
FMN1,NM_001103184
RNF213-AS1,NR_029376
CLIC1,NM_001287593
MYADM,NM_001020818
C1orf162,NM_001300834
RAB40B,NM_006822
LINGO2,NM_001258282
NCK1-DT,NR_110175
HCG22,NM_001348249
TENM2,NM_001080428
ZBTB20-AS5,NR_121661
TMEM72-AS1,NR_033842
CEMIP,NM_001293298
GTF2IRD2,NM_001281447
FGF20,NM_019851
JAK3,NM_000215
RPS16,NM_001020
C4orf19,NM_001104629
SRRM4,NM_194286
RPS13,NM_001017
CNTNAP5,NM_001367498
ROBO2,NM_001128929
TCEAL7,NM_001348258
RPLP1,NM_001003
TNFAIP2,NM_001371220
SMIM15-AS1,NR_109908
MEF2C-AS2,NR_146284
LRRTM4,NM_001134745
GABRG3,NM_001270873
KCNB2,NM_004770
ELMO1-AS1,NR_104120
CDH18,NM_001167667
CDH12,NM_001317227
LEPR,NM_001003679
APOC2,NM_000483
SPNS3,NM_001320449
RPS2,NM_002952
SGCZ,NM_001322879
RPL28,NM_000991
CEBPB,NM_001285878
ZKSCAN7-AS1,NR_157564
GRM7,NM_000844
ZCWPW1,NM_001258008
C1QB,NM_000491
ADAMTS19,NM_133638
RALYL,NM_001100391
SLC8A1-AS1,NR_038441
HLA-DPA1,NM_001242524
POU6F2,NM_001166018
FMC1,NM_197964
KCNQ1OT1,NR_002728
SLC35F3,NM_001300845
RPL26,NM_000987
TMSB4X,NM_021109
BCL6,NM_001130845
DUOX1,NM_017434
RPL12,NM_000976
FBXL13,NM_001111038
FFAR4,NM_001195755
COX7A1,NM_001864
ASIC2,NM_001094
KHDRBS2,NM_001350622
USP3-AS1,NR_034080
PAXBP1-AS1,NR_038879
LRFN5,NM_001330106
KCND2,NM_012281
GPR65,NM_003608
RPL39,NM_001000
CASC15,NR_015410
PTPRT,NM_001394024
RORA,NM_002943
ITGAX,NM_000887
ST6GALNAC5,NM_001320273
NLRC5,NM_001330552
AFF3,NM_001025108
RPL36A,NM_001199972
RGS6,NM_001204416
