GENE_SYMBOLS,refseq_ids
GNG12-AS1,NR_040077
AZIN2,NM_001293562
A2M,NM_000014
MPEG1,NM_001039396
IGF1,NM_000618
CX3CR1,NM_001171171
KBTBD12,NM_001370224
SLC35G2,NM_001097599
LILRB4,NM_001081438
SFMBT2,NM_001018039
TRPM3,NM_001007470
ENO4,NM_001242699
LTC4S,NM_000897
MED12L,NM_001393769
MGLL,NM_001003794
PDE4D,NM_001104631
AZIN1-AS1,NA
NAV2,NM_001111018
DLEU7,NM_001306135
BDNF-AS,NR_002832
STK38,NM_001305102
PLAT,NM_000930
HNRNPA1P48,NA
PID1,NM_001100818
HCLS1,NM_001292041
PER3,NM_001289861
RNASEH2B-AS1,NR_046552
ITGAX,NM_000887
NAALADL2,NM_207015
SSH2,NM_001282129
PIGX,NM_001166304
IFNAR2,NM_000874
ADAP2,NM_001346712
BCAR3,NM_001261408
PRDM11,NM_001256695
DOCK5,NM_001322810
HMGA1P4,NA
PHF21A,NM_001101802
MEF2C-AS2,NR_146284
MACORIS,NR_184023
DHRS4-AS1,NM_018583
OPRM1,NM_000914
BIN2,NM_001290007
SAP30,NM_003864
IGF2R,NM_000876
NUFIP2,NM_020772
ATP11A,NM_001405661
FMN1,NM_001103184
NLRC5,NM_001330552
KCNQ1OT1,NR_002728
TBC1D8,NM_001102426
MICOS10,NM_001032363
MAP3K8,NM_001244134
CD163,NM_001370145
SGCE,NM_001099400
TNFAIP8,NM_001077654
SH3PXD2B,NM_001017995
FOXP1,NM_001012505
DIAPH2-AS1,NR_125391
DTNBP1,NM_001271667
ATG14,NM_014924
DSE,NM_001080976
GPR65,NM_003608
CEMIP,NM_001293298
PLEKHG5,NM_001042663
C12orf76,NM_001389625
ZNF490,NM_020714
OAS1,NM_001032409
TMTC2,NM_001320321
NEAT1,NR_002802
NRN1,NM_001278710
IQGAP1,NM_003870
GAL3ST4,NM_024637
FP700111.1,NA
SLC38A2,NM_001307936
NCK1-DT,NR_110175
AF127577.2,NA
ENTPD1-AS1,NR_038444
ZBTB20-AS5,NR_121661
CASP4,NM_001225
P2RY12,NM_022788
IL15,NM_000585
PDE4B,NM_001037339
RAB27A,NM_004580
ZNF337-AS1,NR_126465
ADA2,NM_001282225
MEI4,NM_001282136
DPYD,NM_000110
TMED8,NM_001346131
TUBGCP5,NM_001102610
TLR5,NM_003268
RASA2,NM_001303245
SRGAP2-AS1,NR_104189
ITGA9-AS1,NR_110531
GEMIN7-AS1,NR_134887
TSHZ3,NM_020856
C1orf162,NM_001300834
JAK3,NM_000215
LOXL3,NM_001289164
TRPS1,NM_001282902
SALL1,NM_001127892
CLEC1A,NM_001297748
RNF149,NM_173647
LY96,NM_001195797
CACNB4,NM_000726
AIDA,NM_022831
CTSO,NM_001334
CTNNA3,NM_001127384
MS4A6A,NM_001247999
ENTPD3-AS1,NR_040100
APOE,NM_000041
SLA,NM_001045556
STAT5A,NM_001288718
EAF2,NM_001320041
C1orf112,NA
MAMDC2-AS1,NR_040076
SLC8A1-AS1,NR_038441
HVCN1,NM_001040107
P2RY13,NM_023914
IQCH,NM_001031715
TCF4,NM_001083962
AFF3,NM_001025108
HIF1A,NM_001243084
IKBKE,NM_001193321
HAAO,NM_012205
FCGR2A,NM_001136219
RNPEPL1,NM_018226
AGBL3,NM_001345850
NFIL3,NM_001289999
NR1D2,NM_001145425
DLEU1,NM_005887
CHST15,NM_001270764
C1QA,NM_001347465
CALD1,NM_004342
MYRIP,NM_001284423
CBWD3,NA
SERPINA1,NM_000295
CCDC200,NM_001363254
PIGL,NM_001411072
WNT5B,NM_030775
DOCK4-AS1,NR_103806
ZKSCAN7-AS1,NR_157564
TBC1D14,NM_001113361
NSMAF,NM_001144772
AGTPBP1,NM_001286715
ARHGAP9,NM_001080156
BST2,NM_004335
CSF2RA,NM_001161529
TGFBI,NM_000358
C11orf65,NM_001330368
MAMDC2,NM_001347990
PLXDC1,NM_020405
LY86-AS1,NM_173675
UBXN2B,NM_001077619
SMIM15-AS1,NR_109908
DHRS9,NM_001142270
IGSF6,NM_005849
ECT2,NM_001258315
YBX3,NM_001145426
ABHD3,NM_001308256
TBC1D2B,NM_001387142
ZNF420,NM_001329515
NEK3,NM_001146099
GPR34,NM_001033513
CYSTM1,NM_032412
DSCAM,NM_001271534
RNF213-AS1,NR_029376
P3H2,NM_001134418
ELF2,NM_001276457
RBMS1,NM_002897
PIK3AP1,NM_152309
ADAMTS19,NM_133638
STOM,NM_001270526
CASP1,NM_001223
PLXNC1,NM_005761
CD276,NM_001024736
SUSD3,NM_001287005
PLD4,NM_001308174
STON2,NM_001256430
C1QC,NM_001114101
CBR3-AS1,NR_038892
CCDC191,NM_001353766
TBC1D30,NM_001330186
INSL6,NM_007179
RBPJ,NM_001363577
ACY3,NM_080658
MPHOSPH6,NM_005792
GCA,NM_001330265
PYGL,NM_001163940
SFXN2,NM_001350989
LRRK2,NM_198578
CLEC9A,NM_207345
CD163L1,NM_001297650
LAIR1,NM_001289023
ATP2B4,NM_001001396
ERGIC1,NM_001031711
PMEPA1,NM_001255976
HERC6,NM_001013000
ACSL1,NM_001286708
CDH23,NM_001171930
FAM110B,NM_001377989
BEAN1,NM_001136106
KCNMB2,NM_001278911
MAGEH1,NM_014061
SGCB,NM_000232
C1QB,NM_000491
HRH1,NM_000861
SYNC,NM_001161708
PRICKLE2,NM_001370528
PARP9,NM_001146102
RUNX1,NM_001001890
FLOT2,NM_001330170
PLVAP,NM_031310
SLC25A37,NM_001317812
UNC13C,NM_001080534
KCNMB1,NM_004137
ARRDC5,NM_001080523
DENND3,NM_001352890
DEC1,NA
DRAM1,NM_018370
TCIRG1,NM_001351059
APOC1,NM_001321065
SRGAP1,NM_001346201
CYSLTR1,NM_001282186
ZNF711,NM_001330574
FCGR3A,NM_000569
TNFAIP2,NM_001371220
HEATR3,NM_001329729
MGAM,NM_001365693
LITAF,NM_001136472
PTPRB,NM_001109754
STEAP3,NM_001008410
WLS,NM_001002292
SPDYE3,NM_001004351
RASSF4,NM_032023
ANTXR1,NM_001410840
PFN1,NM_001375991
IFITM2,NM_006435
CD93,NM_012072
HCG22,NM_001348249
SEC14L2,NM_001204204
FCER1G,NM_004106
CRTC3,NM_001042574
SLC16A1,NM_001166496
TSPO,NM_000714
GPN3,NM_001164372
ITGB2-AS1,NR_038311
SMIM3,NM_032947
PLSCR1,NM_001363872
PTPRT,NM_001394024
SELPLG,NM_001206609
DUSP10,NM_007207
FAM89A,NM_198552
STAB1,NM_015136
IPO9-AS1,NR_046696
PCSK5,NM_001190482
STAT3,NM_001369512
ACSM5,NM_001324371
MAP2K6,NM_001330450
RAD18,NM_020165
ADAMTS17,NM_139057
ABCB4,NM_000443
TMLHE-AS1,NR_039991
TTC12,NM_001318533
GTF2IRD2,NM_001281447
RASSF2,NM_014737
BUB3,NM_001007793
CLEC2B,NM_005127
OVOL2,NM_001303461
LRRN3,NM_001099658
RTTN,NM_001318520
PROX1,NM_001270616
UBOX5-AS1,NR_038395
TNFSF13,NM_001198622
MACROD1,NM_001411019
STEAP1B,NM_001164460
LMLN,NM_001136049
TLR3,NM_003265
ST14,NM_021978
MAP3K7CL,NM_001286617
CALN1,NM_001017440
GPSM3,NM_001276501
TSPOAP1-AS1,NR_038410
SLC66A3,NM_001282710
IGSF10,NM_001178145
KIF26B,NM_018012
GSDMD,NM_001166237
IL3RA,NM_001267713
SDCBP,NM_001007067
ELMO1-AS1,NR_104120
SMAD6,NM_001142861
CDH26,NM_001348204
CFAP74,NM_001003808
EEPD1,NM_030636
OLFML3,NM_001286352
PGS1,NM_024419
ENPP1,NM_006208
RIMS2,NM_001100117
PAQR3,NM_001040202
IMPA2,NM_014214
SORCS1,NM_001013031
ADHFE1,NM_144650
RAP2C-AS1,NR_110410
NOTCH1,NM_017617
ERC2,NM_015576
SIGLEC9,NM_001198558
LIMK2,NM_001031801
SEMA6A,NM_001300780
LIPC,NM_000236
WNT5A,NM_001256105
CEP152,NM_001194998
BTD,NM_001281723
FAM198B-AS1,NA
UGCG,NM_003358
MS4A4A,NM_001243266
RPA3,NM_002947
CTSA,NM_000308
BTG1,NM_001731
LCP1,NM_002298
PTPN14,NM_005401
RNF144B,NM_182757
GBP2,NM_004120
TNFRSF11A,NM_001270949
ANKUB1,NM_001144960
TXNIP,NM_001313972
ZCWPW1,NM_001258008
MIR181A1HG,NR_040073
FXYD5,NM_001164605
TNFSF13B,NM_001145645
LDLRAD3,NM_001304263
SNHG16,NR_038108
EMC10,NM_175063
GRAMD1A,NM_001136199
CD55,NM_000574
RBFOX1,NM_001142333
CTSZ,NM_001336
TRIM5,NM_001410958
PVT1,NR_003367
PCTP,NM_001102402
RASGEF1C,NM_001031799
MGAT1,NM_001114617
PTPN2,NM_001207013
FGF2,NM_001361665
FAM20A,NM_001243746
KRI1,NM_023008
HRH2,NM_001131055
ASTN1,NM_001286164
TNFRSF13C,NM_052945
BRINP2,NM_021165
ZEB1-AS1,NR_024284
BCL6,NM_001130845
LILRB3,NM_001081450
LINGO2,NM_001258282
RORA-AS1,NR_120339
NPC2,NM_001363688
ARPIN,NM_001282380
SPATA1,NM_001081472
GNG10,NM_001017998
SYCP2,NM_014258
NIBAN1,NM_052966
NME9,NM_001349018
ARMH1,NM_001004307
SOCS6,NM_004232
MTUS2,NM_001033602
FBXL13,NM_001111038
RASL10A,NM_001007279
KCNH1,NM_002238
SPNS3,NM_001320449
CLIC1,NM_001287593
SYNDIG1,NM_001323606
FMO5,NM_001144829
NUP210,NM_024923
TMEM176B,NM_001101311
IKZF2,NM_001079526
GABRG3,NM_001270873
PPP1R3B,NM_001201329
TMEM163,NM_030923
MCF2,NM_001099855
DUSP6,NM_001946
RELA,NM_001145138
ZMYM4-AS1,NR_046659
RAB20,NM_017817
ASIC2,NM_001094
DPYD-AS1,NR_046590
LIPG,NM_001308006
EPB41L3,NM_001281533
GPR155,NM_001033045
MAN2A1,NM_002372
TLR2,NM_001318787
IL4R,NM_000418
IL21R,NM_021798
THEMIS2,NM_001039477
SPATA6,NM_001286238
ELOVL5,NM_001242828
KCTD7,NM_001167961
PSMB9,NM_002800
PIK3IP1,NM_001135911
BCL2L14,NM_001370268
SYN3,NM_001135774
F13A1,NM_000129
FMO4,NM_002022
HELB,NM_001370285
KCNB2,NM_004770
TREML1,NM_001271807
TAGAP,NM_001278733
PDE5A,NM_001083
ABCA7,NM_019112
ATP1B3,NM_001679
