GENE_SYMBOLS,refseq_ids
PDIA6,NM_001282704
OST4,NM_001134693
GALNT13,NM_001301627
TAFA1,NM_001252216
CLSTN2,NM_022131
SNHG8,NR_003584
RPS3A,NM_001006
HCN1,NM_021072
UQCRQ,NM_014402
RPS10,NM_001014
TRERF1,NM_001297573
FMC1,NM_197964
RIMS2,NM_001100117
RPL12,NM_000976
SORCS3,NM_014978
IFITM3,NM_021034
RPS13,NM_001017
CDK2AP2,NM_001271849
TIMM8B,NM_012459
HSP90B1,NM_003299
SRRM4,NM_194286
FGF14,NM_001321931
LRFN5,NM_001330106
RPS29,NM_001030001
NOP10,NM_018648
PPIB,NM_000942
RPLP1,NM_001003
RPS2,NM_002952
RPS15A,NM_001019
RPL26,NM_000987
RPL18A,NM_000980
RPS16,NM_001020
RPS19,NM_001022
TMSB4X,NM_021109
RPL36A,NM_001199972
RPL39,NM_001000
