GENE_SYMBOLS,refseq_ids
C1orf167,NM_001010881
THEM5,NM_182578
FLG2,NM_001014342
FCGR3A,NM_000569
PRELP,NM_002725
STUM,NM_001003665
OBSCN-AS1,NM_001025495
WDR64,NM_001367482
COLEC11,NM_001255982
FSHR,NM_000145
SPRED2,NM_001128210
TET3,NM_001287491
ST6GAL2,NM_001142351
RND3,NM_001254738
FAP,NM_001291807
SLC38A11,NM_001199148
STAB1,NM_015136
SIDT1,NM_001308350
TEX55,NM_152539
CD80,NM_005191
SFRP2,NM_003013
SMIM31,NM_001352885
F11,NM_000128
ANKRD33B,NM_001164440
HOMER1,NM_001277077
CD14,NM_000591
FOXF2,NM_001452
STMND1,NM_001190766
SCGN,NM_006998
HCG9,NM_005844
PSORS1C1,NM_014068
AIF1,NM_001318970
DDX43,NM_018665
C6orf118,NM_144980
TMEM184A,NM_001097620
SNX8,NM_013321
RSPH10B2,NM_001099697
ZC3HAV1L,NM_080660
LUC7L2,NM_001244585
CLEC5A,NM_001301167
GHET1,NR_130107
TNFRSF11B,NM_002546
SHC3,NM_016848
TTLL11-IT1,NA
SLC25A25,NM_001006641
ZMIZ1-AS1,NR_015429
OPN4,NM_001030015
PDLIM1,NM_020992
MTRNR2L8,NM_001190702
SLC17A6,NM_020346
ROM1,NM_000327
SMIM38,NM_001369201
STARD10,NM_006645
UBASH3B,NM_001363365
TMEM45B,NM_001331210
NRIP2,NM_031474
CD163,NM_001370145
FIGNL2,NM_001013690
HELB,NM_001370285
TDG,NM_001008411
POLE,NM_006231
SKA3,NM_001166017
USP12-AS1,NR_046547
RPGRIP1,NM_001377523
FRMD6,NM_001042481
LRRC74A,NM_001385106
GPR65,NM_003608
SERPINA1,NM_000295
TRPM1,NM_001252020
MIR9-3HG,NR_015411
TMEM114,NM_001146336
XYLT1,NM_022166
KCTD19,NM_001100915
PMFBP1,NM_001160213
RASL10B,NM_033315
DSG1,NM_001942
THEG,NM_016585
LRRC25,NM_145256
APOC1,NM_001321065
SIGLEC9,NM_001198558
DNAAF3,NM_001031802
SIRPB2,NM_001122962
EFCAB8,NM_001143967
AATBC,NM_194310
ASPHD2,NM_020437
NCF4,NM_000631
Z97056.2,NA
CPT1B,NM_001145134
ASMTL-AS1,NM_025091
CFAP47,NM_001304548
PNMA5,NM_001103150
NLGN4Y-AS1,NR_046504
PRICKLE2-AS2,NR_046701
