GENE_SYMBOLS,refseq_ids
TPRG1L,NM_182752
UBXN10-AS1,NA
PINK1,NM_032409
ZNF593,NM_015871
HCRTR1,NM_001525
C1orf216,NM_001348691
NDUFS5,NM_001184979
LAMTOR5,NM_001382293
TSTD1,NM_001113205
HIST3H2A,NA
OST4,NM_001134693
FNDC4,NM_022823
RPS27A,NM_001135592
TMSB10,NM_021103
MTLN,NM_001355251
CCDC115,NM_001321118
ATP5MC3,NM_001002256
RPL15,NM_001253379
CCK,NM_000729
PFN2,NM_002628
C3orf80,NM_001168214
CAMK2N2,NM_033259
NCBP2AS2,NM_001355243
C4orf48,NM_001141936
NSG1,NM_001040101
MRFAP1,NM_001272053
NAP1L5,NM_153757
H2AFZ,NA
HINT1,NM_005340
UQCRQ,NM_014402
SPRY4-AS1,NR_120664
PTTG1,NM_001282382
PRELID1,NM_001271828
FAM50B,NM_012135
NRN1,NM_001278710
IER3-AS1,NR_149095
ATP6V1G2,NM_001204078
VIP,NM_003381
NDUFA4,NM_002489
CYCS,NM_018947
MRPS24,NM_032014
MRPS17,NM_015969
CHCHD2,NM_001320327
NUPR2,NM_001145712
TAC1,NM_003182
ATP5MF,NM_001003713
AP1S1,NM_001283
DNAJB9,NM_012328
ARF5,NM_001662
ATP6V1F,NM_001198909
SMKR1,NM_001195243
HTR5A-AS1,NR_038945
NEFL,NM_006158
PNOC,NM_001284244
TCIM,NM_020130
CRH,NM_000756
POLR2K,NM_005034
AARD,NM_001025357
LY6E,NM_001127213
TUSC1,NM_001004125
DCTN3,NM_001281425
TOMM5,NM_001001790
C9orf16,NA
TMEM141,NM_032928
TMEM203,NM_053045
SNCG,NM_001330120
PHLDA2,NM_003311
LDHA,NM_001135239
TIMM10,NM_012456
SELENOH,NM_001321335
UQCC3,NM_001085372
GNG3,NM_012202
PRDX5,NM_001358511
ZNHIT2,NM_014205
FAU,NM_001997
CCDC85B,NM_006848
BANF1,NM_001143985
GAPDH,NM_001256799
COPS7A,NM_001164093
TPI1,NM_000365
CCDC184,NM_001013635
COX14,NM_001257133
SPRYD3,NM_032840
ISCU,NM_001301140
DYNLL1,NM_001037494
RAN,NM_001300796
RPL36AL,NM_001001
MOAP1,NM_022151
LBHD2,NM_001330236
ATP5MPL,NA
NOP10,NM_018648
SRP14,NM_001309434
GCHFR,NM_005258
RHOV,NM_133639
RSL24D1,NM_016304
RPP25,NM_017793
MESP1,NM_018670
WASIR2,NR_130735
SNRNP25,NM_024571
HBQ1,NM_005331
NDUFB10,NM_004548
ELOB,NM_007108
DEXI,NM_014015
SNN,NM_003498
ALDOA,NM_000034
SEPHS2,NM_012248
PYDC1,NM_152901
PARD6A,NM_001037281
EMC6,NM_001014764
PSMB6,NM_001270481
RNASEK,NM_001004333
GABARAP,NM_007278
RPL26,NM_000987
COA3,NM_001040431
ARL4D,NM_001661
ATP5MC1,NM_001002027
ACTG1,NM_001199954
ALYREF,NM_005782
NPB,NM_148896
GPX4,NM_001039847
FAM174C,NM_017914
UQCR11,NM_006830
OAZ1,NM_001301020
DIRAS1,NM_145173
SMIM24,NM_001136503
MRPL54,NM_172251
PET100,NM_001171155
GADD45GIP1,NM_052850
C19orf53,NM_014047
FAM32A,NM_014077
RAB3A,NM_002866
SDHAF1,NM_001042631
POLR2I,NM_006233
COX7A1,NM_001864
MRPS12,NM_021107
CALM3,NM_001329921
TMEM160,NM_017854
SELENOW,NM_003009
UBE2S,NM_014501
CHGB,NM_001819
SLC32A1,NM_080552
LKAAEAR1,NM_001007125
PCP4,NM_006198
MIF,NM_002415
DDT,NM_001084392
UQCR10,NM_001003684
SELENOM,NM_080430
YWHAH,NM_003405
PVALB,NM_001315532
LGALS1,NM_002305
RPS19BP1,NM_194326
SULT4A1,NM_014351
SCO2,NM_001169109
NDUFB11,NM_001135998
CITED1,NM_001144885
BEX5,NM_001012978
BEX1,NM_018476
BEX4,NM_001080425
TCEAL8,NM_001006684
TCEAL7,NM_001348258
BEX3,NM_001282674
SLC25A5,NM_001152
NDUFA1,NM_004541
LAGE3,NM_006014
UBL4A,NM_014235
F8A1,NM_012151
