GENE_SYMBOLS,refseq_ids
ETV5,NM_004454
ATP6AP1,NM_001183
TPRG1L,NM_182752
THY1,NM_001311160
B4GAT1,NM_006876
SPRY4,NM_001127496
SPRED3,NM_001039616
PPEF1,NM_001377986
PNMA8A,NM_001103149
RTL6,NM_032287
SPRY4-AS1,NR_120664
SPATA2L,NM_152339
PDE10A,NM_001130690
PGAM1,NM_001317079
NCDN,NM_001014839
YWHAH,NM_003405
ALDH1B1,NM_000692
SPRED2,NM_001128210
KMO,NM_001410944
SSTR1,NM_001049
PER2,NM_003894
PNMA8B,NM_020709
ELK1,NM_001114123
NEFM,NM_001105541
CCDC184,NM_001013635
HAPLN4,NM_023002
NGB,NM_021257
RGS4,NM_001102445
MCHR1,NM_005297
FAP,NM_001291807
ST8SIA2,NM_001330416
HCRTR1,NM_001525
ANKRD55,NM_001039935
NEUROD6,NM_022728
PCSK1N,NM_013271
EEF1A2,NM_001958
HCRTR2,NM_001384272
CEP152,NM_001194998
CAMK2N2,NM_033259
RND3,NM_001254738
TMEM81,NM_203376
UBQLN2,NM_013444
COL13A1,NM_001130103
CRH,NM_000756
LZTS1-AS1,NR_047509
GPR6,NM_001286099
TESC-AS1,NR_120464
ACTC1,NM_001406482
VGF,NM_003378
ZC2HC1B,NM_001013623
KRT5,NM_000424
NEURL3,NM_001080535
MEOX2,NM_005924
ADRA1D,NM_000678
AMIGO2,NM_001143668
HHLA2,NM_001282556
TRPC7,NM_001167576
ADCYAP1,NM_001099733
NECTIN1-AS1,NR_183634
RTL1,NM_001134888
SLC24A1,NM_001254740
SST,NM_001048
NEFH,NM_021076
CCDC65,NM_001286957
HAAO,NM_012205
GABRG3-AS1,NR_120343
RAI1-AS1,NR_130894
FRMD6-AS2,NR_047477
COL18A1-AS1,NM_199175
SEC14L4,NM_001161368
EFCAB8,NM_001143967
LOR,NA
NEURL1-AS1,NR_120675
EPN3,NM_017957
STARD4-AS1,NR_040093
SLC32A1,NM_080552
SHANK2-AS1,NR_046567
C8orf89,NM_001243237
DUSP4,NM_001394
IGSF21-AS1,XR_001737917
CELF2-AS2,NR_046108
CLDN9,NM_020982
MYCL,NM_001033081
BCL2L14,NM_001370268
C17orf78,NM_001321399
PGLYRP1,NM_005091
GPC6-AS2,NR_046536
WASF3-AS1,NA
ZPBP,NM_001159878
OR9Q1,NM_001005212
SPR,NM_003124
MAGEE2,NM_138703
DLGAP4-AS1,NR_109939
LSR,NM_001260489
PHLDB2,NM_001134437
MRAP,NM_001285394
SCGN,NM_006998
LARGE-AS1,NR_038949
TMEM184A,NM_001097620
Z98885.3,NA
SLC51A,NM_152672
CCDC196,NM_001004331
ART3,NM_001130016
WWC3-AS1,NA
WDR88,NM_173479
PHLDA2,NM_003311
FKBP5,NM_001145775
HSD11B2,NM_000196
DCDC2B,NM_001099434
TENM3-AS1,NR_027107
LMO7-AS1,NR_120410
ZNF385D-AS1,NR_046731
CXCL5,NM_002994
MYH7,NM_000257
ANKRD34C,NM_001146341
RSPH4A,NM_001010892
Z95115.2,NA
Z98884.2,NA
ADTRP,NM_001143948
TSPAN16,NM_001282509
ABCC5-AS1,NR_046570
GPX3,NM_001329790
DNAH11,NM_001277115
TMC8,NM_152468
KLHL10,NM_001329595
IGFBP5,NM_000599
SFTA1P,NR_027082
GLYAT,NM_005838
GCNT7,NM_080615
ALG1L2,NM_001136152
KIRREL3-AS1,NR_174952
NECTIN3-AS1,NR_045114
CHRM3-AS2,NR_103776
Z99496.2,NA
FUT2,NM_000511
DPP10-AS3,NR_132105
MIR381HG,NR_104192
GRHL2,NM_001330593
SIDT1-AS1,NA
POLH-AS1,NA
KDM4A-AS1,NR_033827
SERPINE3,NM_001101320
APOLD1,NM_001130415
CRYBG1,NM_001371242
CTBP1-AS,NR_104331
EDDM13,NM_001354658
RAET1E,NM_001243325
DNAJB7,NM_145174
CLDN20,NM_001001346
MTCP1,NM_001018025
DLGAP1-AS1,NM_001039796
SPDYE5,NM_001099435
DLGAP1-AS3,NR_038895
TM4SF19,NM_001204897
MMP21,NM_147191
INSRR,NM_014215
SNTN,NM_001080537
USP12-AS1,NR_046547
RPRM,NM_019845
TSBP1,NM_001286474
TMPRSS9,NM_001385642
SULT1C2,NM_001056
TRPC5OS,NM_001195576
TPH1,NM_004179
HEPHL1,NM_001098672
SRD5A3-AS1,NR_037969
KIF4B,NM_001099293
PRICKLE2-AS3,NR_046702
AF064866.1,NA
NEAT1,NR_002802
APOBEC4,NM_203454
PDE6A,NM_000440
PRSS48,NM_001353611
C9orf106,NA
KCNMA1-AS3,NR_126365
GPC6-AS1,NR_046535
SLC23A1,NM_005847
LINGO1-AS2,NR_120361
OMD,NM_005014
STMND1,NM_001190766
ERICH3-AS1,NR_121670
SLC30A2,NM_001004434
SLC5A3,NM_006933
SMIM38,NM_001369201
RBP2,NM_004164
AD001527.1,NA
VPS9D1-AS1,NR_036480
TRIP10,NM_001288962
GNAT3,NM_001102386
ASPN,NM_001193335
SPINK8,NM_001080525
CMTM2,NM_001199317
Z82215.1,NA
ST7-AS2,NR_002331
CNTN4-AS2,NR_046555
RNF212B,NM_001282322
SNX31,NM_001363720
C3orf49,NM_001355236
NARF-AS1,NA
MROH6,NM_001100878
PRICKLE2-AS2,NR_046701
LNX1-AS1,NR_046622
MEF2C-AS2,NR_146284
Z84468.1,NA
PARP9,NM_001146102
KAZN-AS1,NR_149058
Z99127.1,NA
IL17RB,NM_018725
HCLS1,NM_001292041
PRELP,NM_002725
LECT2,NM_002302
COL22A1,NM_152888
PEX5L-AS1,NA
SPDYE1,NM_001378423
GPR18,NM_001098200
SPDYE21P,NA
U51244.1,NA
PABPC4-AS1,NR_125979
EFCAB14-AS1,NR_038827
ACMSD,NM_001307983
CCDC192,NM_001317938
MUC6,NM_005961
IGSF11-AS1,NR_046230
DLGAP2-AS1,NR_103863
RUNX1,NM_001001890
CARTPT,NM_004291
PLA2G4C-AS1,NR_132363
EDRF1-AS1,NR_120633
OGN,NM_014057
DOK7,NM_001164673
SLC22A6,NM_004790
OPN5,NM_001030051
RHO,NM_000539
SIRPB2,NM_001122962
DPP10-AS2,NA
FGF12-AS1,NR_046596
SRGAP3-AS2,NR_121663
PSG3,NM_021016
MAL2-AS1,NR_149111
SLC3A1,NM_000341
FAT2,NM_001447
TNFAIP8,NM_001077654
NFE4,NM_001085386
TRPV6,NM_014274
NTRK1,NM_001007792
CLIP1-AS1,NR_045382
ABCA9-AS1,NR_126414
MUSK,NM_001166280
LINGO1-AS1,NM_001242772
OR10A2,NM_001004460
INO80-AS1,NR_170322
WASHC5-AS1,NR_170219
PAPPA,NM_002581
PIMREG,NM_001195228
TBX6,NM_004608
ECM2,NM_001197295
PPFIA2-AS1,NR_120491
HTR2B,NM_000867
OSBPL10-AS1,NR_049771
OGFRP1,NR_036498
C16orf92,NM_001109659
