GENE_SYMBOLS,refseq_ids
MRPS26,NM_030811
RPL18,NM_000979
NDUFB5,NM_001199957
MRPL40,NM_001318151
ATP5PO,NM_001697
NOP10,NM_018648
RPL26,NM_000987
POLE3,NM_001278255
RPL19,NM_000981
SMDT1,NM_033318
TSR2,NM_001346789
MRPS23,NM_016070
GADD45GIP1,NM_052850
LAMTOR4,NM_001008395
CALHM6,NM_001010919
PRDX5,NM_001358511
RPLP1,NM_001003
RPS16,NM_001020
AP1S2,NM_001272071
RPS7,NM_001011
MRPL14,NM_001318767
RPL32,NM_000994
TMEM258,NM_014206
DCTPP1,NM_024096
RNASEK,NM_001004333
RPL23,NM_000978
NDUFB7,NM_004146
MRPL34,NM_001382342
CKS1B,NM_001826
C14orf119,NM_017924
EIF1,NM_005801
GPX4,NM_001039847
RPL30,NM_000989
RPS21,NM_001024
DCTN3,NM_001281425
TIMM10,NM_012456
ACP1,NM_001040649
COPS7A,NM_001164093
MZT2A,NM_001085365
RPP25L,NM_148178
RPS10,NM_001014
S100A6,NM_014624
SSR2,NM_003145
EMC4,NM_001286420
THOC7,NM_001285387
PFDN1,NM_002622
MRPS21,NM_018997
SMIM1,NM_001163724
MICOS10,NM_001032363
PMVK,NM_001323011
RPL34,NM_000995
RPL7,NM_000971
TMEM203,NM_053045
TIMM10B,NM_012192
ZCRB1,NM_033114
DDIT3,NM_001195053
GLRX5,NM_016417
RPP25,NM_017793
PAM16,NM_016069
RPL13,NM_000977
RPS9,NM_001013
RPS5,NM_001009
DSTN,NM_001011546
BEX5,NM_001012978
VPS29,NM_001282150
RHOV,NM_133639
FAM192A,NA
RPL39L,NM_052969
LGALS1,NM_002305
JPT1,NM_001002032
UXT,NM_004182
RPL15,NM_001253379
KLHDC9,NM_001007255
UFC1,NM_016406
RPL24,NM_000986
RTF2,NM_001283035
C12orf10,NA
GON7,NM_032490
THEM5,NM_182578
RPS27,NM_001030
RPL7A,NM_000972
TMEM256,NM_152766
GABPB1-IT1,NM_017976
PCP4,NM_006198
RPL22,NM_000983
HNRNPA1,NM_002136
KRT222,NM_152349
RPS12,NM_001016
SRSF9,NM_003769
SNCG,NM_001330120
FAM50B,NM_012135
NRN1,NM_001278710
GABARAPL2,NM_007285
ZNHIT3,NM_001033577
BEX2,NM_001168399
GSTO1,NM_001191002
CHURC1,NM_001204063
RPS19,NM_001022
UQCRFS1,NM_006003
XBP1,NM_001079539
SNRPG,NM_001317165
TSTD1,NM_001113205
MRPS7,NM_015971
ROMO1,NM_080748
SAC3D1,NM_001367485
BOLA3,NM_001035505
EDF1,NM_001281297
HTR5A-AS1,NR_038945
CCDC85B,NM_006848
OAZ1,NM_001301020
TIMM8A,NM_001145951
SLC25A5,NM_001152
CISD2,NM_001008388
RPL38,NM_000999
GABARAP,NM_007278
RPL27,NM_000988
PSMB6,NM_001270481
EIF1B,NM_005875
IGFBP6,NM_002178
PET117,NM_001164811
PFDN2,NM_012394
LY6E,NM_001127213
ENDOG,NM_004435
COX6A1,NM_004373
BORCS8,NM_001145783
DRAP1,NM_006442
RPS25,NM_001028
RPL26L1,NM_001317980
NEIL2,NM_001135746
C20orf27,NA
FABP6,NM_001040442
RPL37A,NM_000998
HIGD2A,NM_138820
ERH,NM_004450
SUPT4H1,NM_003168
RAB5IF,NM_001199534
RPL3,NM_000967
CHCHD7,NM_001011667
PET100,NM_001171155
MICOS13,NM_001308240
ZNHIT1,NM_006349
PA2G4,NM_006191
MDP1,NM_001199821
NAA38,NM_001320924
PFDN5,NM_002624
NDUFB1,NM_004545
STAR,NM_000349
RPL8,NM_000973
RNF7,NM_001201370
NPM3,NM_006993
RPL27A,NM_000990
FDX2,NM_001031734
NSDHL,NM_001129765
GABARAPL1,NM_001363598
NDUFA2,NM_001185012
MRPS11,NM_001321970
POLR3K,NM_016310
PARK7,NM_001123377
RPL37,NM_000997
ERP29,NM_001034025
PPP1R7,NM_001282409
TRAPPC4,NM_001318486
AURKAIP1,NM_001127229
SERP2,NM_001010897
MRPL17,NM_022061
RPS29,NM_001030001
MAGEF1,NM_022149
STUB1,NM_001293197
FNDC4,NM_022823
ARL6IP4,NM_001002251
GTF2A2,NM_001320929
HSBP1,NM_001537
BEX3,NM_001282674
MPC2,NM_001143674
RPL36,NM_015414
UBE2S,NM_014501
DAPK1,NM_001288729
HRAS,NM_001130442
RPS23,NM_001025
TMED2,NM_001321445
CCNI,NM_001348132
SCGN,NM_006998
POLR2L,NM_021128
SDF2,NM_006923
Z95115.1,NA
POM121,NM_001257190
COMMD5,NM_001081003
C4orf48,NM_001141936
ATP6V1G1,NM_004888
PSMG3,NM_001134340
FBXW4,NM_001323541
POMC,NM_000939
ALYREF,NM_005782
SYF2,NM_015484
COX5A,NM_004255
BEX1,NM_018476
VDAC1,NM_001401008
TMEM126B,NM_001193537
MED29,NM_001317770
NDUFB8,NM_001284367
BANF1,NM_001143985
MEA1,NM_001318942
TINF2,NM_001099274
SLIRP,NM_001267863
TRAPPC2L,NM_001318524
ATP5F1D,NM_001001975
C1orf53,NM_001024594
DPH3,NM_001047434
APRT,NM_000485
RBIS,NM_001099670
UBXN1,NM_001286077
SIVA1,NM_006427
CENPBD1,NA
PAK4,NM_001014831
TIMM13,NM_012458
NDUFA8,NM_001318195
SPIN2B,NM_001006681
PYURF,NM_032906
CDKN2AIPNL,NM_080656
RPL14,NM_001034996
ATP5PB,NM_001002014
SDF2L1,NM_022044
SEPHS2,NM_012248
NDUFB11,NM_001135998
AP1S1,NM_001283
TECTA,NM_005422
PSMC5,NM_001199163
SVBP,NM_199342
GTF3C6,NM_138408
DCTN2,NM_001261412
IMP3,NM_018285
PLEKHJ1,NM_001300836
RPS4X,NM_001007
ANKRD65,NM_001145210
RNF150,NM_020724
COA5,NM_001008215
PRR13,NM_001005354
BORCS7,NM_001136200
NDUFA12,NM_001258338
RPS3,NM_001005
PIN1,NM_006221
BLOC1S1,NM_001487
RPS6,NM_001010
BLOC1S6,NM_001311255
BX284668.5,NA
C6orf47,NM_021184
SURF2,NM_001278928
RPL10A,NM_007104
TSR3,NM_001001410
ATP6V1F,NM_001198909
VEGFB,NM_001243733
ATP6V1E1,NM_001039366
ATP5MC2,NM_001002031
RPL6,NM_000970
RPS18,NM_022551
ANTKMT,NM_001271285
MED7,NM_001100816
CRH,NM_000756
RPL23A,NM_000984
NT5C3B,NM_052935
AARD,NM_001025357
MIEN1,NM_001330206
SNHG6,NR_002599
DLL3,NM_016941
CHCHD5,NM_001304353
C11orf71,NM_001271562
NDUFAF8,NM_001086521
UBA52,NM_001033930
NACA,NM_001113201
IGSF11,NM_001015887
APOC1,NM_001321065
RWDD1,NM_001007464
ATP5MC3,NM_001002256
EFCAB8,NM_001143967
RPS26,NM_001029
RNF113A,NM_006978
SLC32A1,NM_080552
URB1-AS1,NM_032910
POP7,NM_005837
GPR22,NM_005295
FMC1,NM_197964
GLO1,NM_006708
VDAC2,NM_001184783
TMEM208,NM_001318217
SNRPB2,NM_003092
HMGN2,NM_005517
PARD6A,NM_001037281
DNAH5,NM_001369
CITED1,NM_001144885
SCO2,NM_001169109
IFI27L1,NM_145249
RSPH10B2,NM_001099697
FAM71E1,NA
MRPL2,NM_001300848
PYCR2,NM_001271681
FAM200B,NM_001145191
PSMD7,NM_002811
ATP5PD,NM_001003785
GUK1,NM_000858
MRPS10,NM_018141
EXOSC5,NM_020158
GEMIN6,NM_024775
RPSA,NM_001304288
MRPL9,NM_001300733
IMP4,NM_001320304
SIDT1,NM_001308350
RPL28,NM_000991
BPGM,NM_001293085
DNAJC8,NM_014280
MYDGF,NM_019107
NDUFA11,NM_001193375
COMMD6,NM_001287392
NRIP2,NM_031474
GRPEL1,NM_025196
TCEAL6,NM_001006938
NENF,NM_013349
RIIAD1,NM_001144956
FKBP1B,NM_001322963
TNFRSF11B,NM_002546
C1orf43,NM_001098616
CTXN1,NM_206833
MRPS18A,NM_001193343
ILF3-DT,NM_203300
NUDT15,NM_001304745
LKAAEAR1,NM_001007125
JOSD2,NM_001270639
DYNLL1,NM_001037494
TACO1,NM_016360
SUB1,NM_006713
AK6,NM_001015891
SMKR1,NM_001195243
AXDND1,NM_144619
SF3B6,NM_016047
PGK1,NM_000291
SRP14,NM_001309434
MYL12B,NM_001144944
DPM2,NM_001378436
GNG3,NM_012202
RPS20,NM_001023
LAMTOR1,NM_017907
CLEC5A,NM_001301167
CNTN5,NM_001243270
CD163,NM_001370145
OXLD1,NM_001039842
FTH1,NM_002032
ZNF593,NM_015871
BRI3,NM_001159491
CISD3,NM_001136498
SETD2,NM_001349370
MRPL30,NM_016503
BLOC1S2,NM_001001342
UBE2M,NM_003969
GNG10,NM_001017998
VPS25,NM_032353
OCEL1,NM_024578
C18orf21,NM_001201474
TMEM14C,NM_001165258
SEC62,NM_003262
SNX15,NM_013306
MRPL50,NM_019051
EIF3I,NM_001394168
TMEM59,NM_001305043
TAFA3,NM_001004440
NDUFAF4,NM_014165
SHC3,NM_016848
TIMM17B,NM_001167947
TMEM219,NM_001083613
ERG28,NM_007176
YWHAH,NM_003405
SLC6A20,NM_001385683
TRAPPC5,NM_001042461
ZMAT2,NM_144723
MED31,NM_016060
MLLT11,NM_006818
PTRHD1,NM_001013663
PRICKLE2-AS2,NR_046701
MANF,NM_006010
NKIRAS1,NM_001377351
HINT1,NM_005340
PLAC8L1,NM_001029869
OR6A2,NM_003696
PRR4,NM_001098538
ACYP1,NM_001107
MSRB1,NM_001382264
RPL13A,NM_001270491
HAR1A,NR_003244
ZNF140,NM_001300776
RPL5,NM_000969
ZC3HAV1L,NM_080660
UBAP1L,NM_001163692
CDV3,NM_001134422
PSENEN,NM_001281532
TRIR,NM_001329738
CALM3,NM_001329921
C1orf216,NM_001348691
TTC9B,NM_152479
MRPL20,NM_001318485
FEZ1,NM_005103
PTPN1,NM_001278618
HIST3H2A,NA
YWHAQ,NM_006826
FBXO48,NM_001024680
HOMER1,NM_001277077
FAM241B,NM_145306
LBHD2,NM_001330236
NUBP2,NM_001284501
NDUFAB1,NM_005003
TMEM11,NM_003876
CNFN,NM_032488
BAX,NM_001291428
RPS11,NM_001015
MRPL27,NM_016504
NDUFB9,NM_001278645
TRPM1,NM_001252020
PYDC1,NM_152901
MRPS34,NM_001300900
ANKRD33B,NM_001164440
AP2M1,NM_001025205
CAVIN3,NM_145040
TPI1,NM_000365
SCN1B,NM_001037
TXNDC9,NM_005783
CCDC71,NM_022903
AIP,NM_001302959
RAN,NM_001300796
PRSS36,NM_001258290
WBP2,NM_001330499
THYN1,NM_001037304
PSMD8,NM_002812
SRRD,NM_001013694
CCDC25,NM_001304529
NUDT14,NM_001318380
NPIPB3,NM_130464
FABP3,NM_001320996
AP2S1,NM_001301076
CHMP5,NM_001195536
RNASEH1-AS1,NA
SPCS2,NM_014752
CHMP2A,NM_014453
SUMO2,NM_001005849
LENG1,NM_024316
EPB41L4A-AS1,NM_053000
TDG,NM_001008411
NUPR2,NM_001145712
CXorf40B,NA
MISP3,NM_001291291
C16orf91,NA
POLD4,NM_001256870
STOML2,NM_001287031
NUDCD2,NM_001329991
SF3B5,NM_031287
OCIAD2,NM_001014446
C4orf3,NM_001001701
MOCS2,NM_004531
OSBPL5,NM_001144063
HMGCS1,NM_001098272
OSER1-DT,NR_038337
DCAF11,NM_001163484
PDCD5,NM_004708
ZNF428,NM_182498
TOMM22,NM_020243
SNU13,NM_001003796
MRPL33,NM_004891
GDI2,NM_001115156
FBXL15,NM_001387294
C11orf1,NA
MAGEH1,NM_014061
DPM3,NM_018973
CD59,NM_000611
C1orf122,NM_001142726
HAPLN1,NM_001884
POP5,NM_015918
CHGB,NM_001819
ITGA6-AS1,NR_157573
SS18L2,NM_001370300
COMMD3,NM_012071
RPP21,NM_001199120
LGI2,NM_018176
MMP24OS,NM_001355003
CHMP3,NM_001005753
CYC1,NM_001916
MZT1,NM_001071775
MOAP1,NM_022151
ESYT2,NM_001367773
KCNK10,NM_021161
ACTR6,NM_022496
VAMP2,NM_001330125
CDC26,NM_139286
NSA2,NM_001271665
EIF3F,NM_003754
PMFBP1,NM_001160213
SMG6,NM_001170957
RPS27L,NM_015920
AF106564.1,NA
ISCA1,NM_030940
CCND1,NM_053056
HDDC2,NM_016063
COPS6,NM_006833
PFN2,NM_002628
PITPNA-AS1,NR_028514
NOL7,NM_001317724
C7orf25,NM_001099858
C17orf49,NM_001142798
CUEDC2,NM_024040
COPZ1,NM_001271734
TMPO-AS1,NR_027157
NOS1,NM_000620
ITM2C,NM_001012514
SNHG32,NM_001040437
ATP5F1C,NM_001001973
ATP6V1D,NM_015994
ALKBH7,NM_032306
C19orf73,NM_018111
TCEAL2,NM_080390
THAP5,NM_001130475
PSORS1C1,NM_014068
KTI12,NM_138417
NDUFB4,NM_001168331
STX4,NM_001272095
RAB33A,NM_004794
GADD45A,NM_001199741
PSMA2,NM_002787
NR2C2AP,NM_001300945
TMEM167A,NM_174909
PFKM,NM_000289
PMM1,NM_002676
TXN2,NM_012473
SARS,NA
BUD31,NM_001370407
NUDT2,NM_001161
EIF2S1,NM_004094
NHLRC1,NM_198586
POLR2J,NM_001371100
PCED1B,NM_001281429
CLPP,NM_006012
ZNF534,NM_001143938
SSB,NM_001294145
CSTB,NM_000100
EEF1AKNMT,NA
PNMA5,NM_001103150
BAD,NM_004322
IDH3B,NM_001258384
RAB14,NM_016322
ZNF511,NM_145806
WBP11,NM_016312
ENDOD1,NM_015036
COX20,NM_001312871
WASIR2,NR_130735
SMIM27,NM_001349118
RHCG,NM_001321041
CDKN2D,NM_001800
MAP1LC3B,NM_022818
AHCY,NM_000687
TDRD10,NM_001098475
TEX55,NM_152539
GOT1,NM_002079
PTMS,NM_001330333
FAM136A,NM_001329752
RPRML,NM_203400
FAM32A,NM_014077
PHLDA2,NM_003311
RANBP10,NM_001320238
USE1,NM_018467
PSMA7,NM_002792
POLD2,NM_001127218
GET3,NM_001371488
TRNT1,NM_001302946
TM2D2,NM_001024380
GGH,NM_001410926
SMAD9,NM_001127217
RAI1,NM_017574
CCT7,NM_001009570
DHPS,NM_001206974
CAB39L,NM_001079670
ATP6V1G2,NM_001204078
COA4,NM_016565
VMO1,NM_001144939
CHP1,NM_007236
MRPL35,NM_001363782
UNC5B-AS1,NR_038453
PIP4P1,NM_001100814
MED27,NM_001253881
MRPL55,NM_001321284
SEZ6L2,NM_001114099
MRPS15,NM_031280
COQ10B,NM_001320818
MCRIP1,NM_001093767
TUSC2,NM_007275
COX16,NM_001204090
RPA2,NM_001286076
ERLEC1,NM_001127397
SNHG7,NM_032887
SSNA1,NM_003731
MAPKAPK5-AS1,NR_015404
RAB3A,NM_002866
CARD16,NM_001017534
FBXO2,NM_012168
MAK16,NM_032509
AKIP1,NM_001206645
GSE1,NM_001134473
LIN7B,NM_001308419
PID1,NM_001100818
HEXIM2,NM_001303436
TPT1,NM_001286272
RPAIN,NM_001033002
TRAPPC1,NM_001166621
PTMA,NM_001099285
HOPX,NM_001145459
CUTA,NM_001014433
HCST,NM_001007469
CCDC106,NM_001370467
MRPL43,NM_001308396
SERP1,NM_014445
GALNTL5,NM_145292
CDIPT,NM_001286585
CPEB1,NM_001079533
LDOC1,NM_012317
RPS17,NM_001021
CCDC51,NM_001256964
IRF3,NM_001197122
ZNF503-AS2,NR_024421
NKX6-3,NM_001364841
CALM2,NM_001305624
NSG1,NM_001040101
PRKAG2-AS1,NR_038926
ACTG1,NM_001199954
KIAA1328,NM_001322327
TTC7B,NM_001010854
EMC7,NM_020154
SPRED2,NM_001128210
BEND5,NM_001302082
TIMM17A,NM_006335
Z97832.2,NA
LDHA,NM_001135239
SMIM19,NM_001135674
NDUFC2,NM_001204054
ZNF532,NM_001318726
DHX8,NM_001302623
PPT1,NM_000310
KIAA1143,NM_001320334
VIP,NM_003381
FKBP3,NM_002013
ZNF346-IT1,NA
CCNDBP1,NM_012142
MAGED2,NM_014599
CCK,NM_000729
PSME1,NM_001281528
LRPAP1,NM_002337
LYRM7,NM_001293735
NRIP3,NM_020645
SIK2,NM_015191
NDUFV2,NM_021074
MED14OS,NM_001289773
ARL16,NM_001040025
ZCCHC12,NM_001312891
TPRG1L,NM_182752
GAS5,NR_002578
FUNDC2,NM_023934
CMTM7,NM_138410
SMIM38,NM_001369201
RACK1,NM_006098
MRPL49,NM_004927
PPIB,NM_000942
DEXI,NM_014015
HMOX2,NM_001127204
CCDC28B,NM_001301011
NARS,NA
EIF4H,NM_022170
SPACA9,NM_001316897
KIT,NM_000222
TMCC1,NM_001017395
AKR7A3,NM_012067
MOSPD1,NM_001306188
DCXR,NM_001195218
ENY2,NM_001193557
IFT22,NM_001130820
SOD1,NM_000454
PHF2,NM_005392
CRIM1-DT,NR_037631
GTF3A,NM_002097
RAD54L2,NM_001322253
COMMD8,NM_001329668
FLG2,NM_001014342
NPM1,NM_001037738
NEFL,NM_006158
KRT10,NM_000421
TRAPPC2B,NM_001355204
LRRC73,NM_001012974
CDCA5,NM_080668
SESN1,NM_001199933
PKIB,NM_001270393
SERBP1,NM_001018067
DHRS7,NM_001322280
EML4,NM_001145076
TAC1,NM_003182
NEBL-AS1,NR_046283
RBX1,NM_014248
PPCS,NM_001077447
CCDC115,NM_001321118
PGBD5,NM_001258311
HCRTR1,NM_001525
NDUFS3,NM_004551
TFCP2,NM_001173452
TRAF3IP1,NM_001139490
CPLX3,NM_001030005
CALB2,NM_001740
RINL,NM_001195833
KDM2A,NM_001256405
AIFM2,NM_001198696
HSP90B1,NM_003299
ZFAS1,NR_003604
PPDPF,NM_001353423
NUDC,NM_006600
MRPL53,NM_053050
KDM7A-DT,NR_024451
EEF1G,NM_001404
IER3-AS1,NR_149095
EIF2B2,NM_014239
BORCS6,NM_017622
RNMT,NM_001308263
GRPEL2,NM_152407
PHB,NA
THEG,NM_016585
CALR,NM_004343
COL9A3,NM_001853
DENND2D,NM_001271833
TMEM251,NA
SSR4,NM_001204526
MAP1LC3A,NM_032514
ALKBH2,NM_001001655
RFC3,NM_002915
DUSP23,NM_001319658
C6orf226,NM_001008739
ARFIP2,NM_001242854
SCG5,NM_001144757
BOLA2B,NM_001039182
LRRC8C-DT,NR_033981
SCAND1,NM_001385710
EIF3D,NM_003753
PVALB,NM_001315532
FOXF2,NM_001452
STIMATE,NM_198563
MED26,NM_004831
OMG,NM_002544
ZNF576,NM_001145347
NDUFA3,NM_004542
NDRG3,NM_022477
TMEM42,NM_144638
TAF10,NM_006284
SLC9C2,NM_178527
NDUFS8,NM_002496
CCNYL1,NM_001142300
ZNF14,NM_021030
MFAP1,NM_005926
DCLK2,NM_001040260
MRPL15,NM_014175
PARD6G,NM_032510
PNMA6F,NM_001354980
FAP,NM_001291807
MAFB,NM_005461
POLE4,NM_019896
RPL31,NM_000993
ADCY2,NM_020546
SOD2-OT1,NR_037166
LSM5,NM_001130710
ELP5,NM_015362
SQLE,NM_003129
SLC15A4,NM_145648
NDUFAF3,NM_199069
PRPF4,NM_001244926
ZNF609,NM_015042
FTL,NM_000146
SRSF3,NM_003017
KDM5A,NM_001042603
ALDOA,NM_000034
SMIM24,NM_001136503
EEF1E1,NM_001135650
RMST,NR_024037
PDHA1,NM_000284
FIGNL2,NM_001013690
PARTICL,NR_038942
TOMM40,NM_001128916
F8A1,NM_012151
TMEM184A,NM_001097620
SAP18,NM_001366643
PEX10,NM_001374425
R3HCC1,NM_001136108
ITGAE,NM_002208
PIP5K1A,NM_001135636
TMEM60,NM_032936
TUSC1,NM_001004125
SNX8,NM_013321
SNHG17,NR_015366
ARPC5L,NM_030978
LOH12CR2,NR_024061
CSRNP2,NM_030809
RNF24,NM_001134337
RRAS,NM_006270
CPO,NM_173077
SNRNP27,NM_006857
STBD1,NM_003943
ENPP6,NM_153343
HABP2,NM_001177660
EMC9,NM_001346874
SIGLEC9,NM_001198558
RAD23A,NM_001270362
NTRK2,NM_001007097
NKAPD1,NM_001082969
PAN3,NM_175854
GPS2,NM_004489
METTL1,NM_005371
SLC38A11,NM_001199148
DAD1,NM_001344
GPKOW,NM_015698
NAP1L5,NM_153757
NCBP2,NM_001042540
CD63,NM_001040034
F11,NM_000128
HSD17B8,NM_014234
SNRPC,NM_003093
TCIM,NM_020130
COMMD9,NM_001101653
Z96074.1,NA
SLC25A4,NM_001151
MYL6,NM_021019
BOLA1,NM_001321025
ASNSD1,NM_001353497
EIF1AY,NM_001278612
EXOSC4,NM_019037
YEATS2,NM_001351369
PRICKLE2,NM_001370528
TRMT11,NM_001031712
LAPTM4B,NM_018407
TSPAN31,NM_001330168
SMN1,NM_000344
CISTR,NR_104332
UBE2V2,NM_003350
FIBP,NM_004214
EIF2AK3-DT,NR_135540
EPB41L5,NM_001184937
DAPK1-IT1,NR_146781
ROM1,NM_000327
TRMT112,NM_001286082
STRAP,NM_007178
LLPH,NM_032338
SLC35B1,NM_001278784
RAC3,NM_001316307
TFPT,NM_001321792
PDZD11,NM_001370174
SELENOK,NM_021237
ARL4D,NM_001661
PPP1R11,NM_021959
