GENE_SYMBOLS,refseq_ids
TMEM141,NM_032928
COX7A1,NM_001864
SELENOH,NM_001321335
CHCHD2,NM_001320327
POLR2K,NM_005034
RSL24D1,NM_016304
SDHAF1,NM_001042631
TMEM160,NM_017854
DDT,NM_001084392
UQCR10,NM_001003684
LAGE3,NM_006014
LAMTOR5,NM_001382293
COX14,NM_001257133
POLR2I,NM_006233
SELENOW,NM_003009
RPS19BP1,NM_194326
MTLN,NM_001355251
TCEAL8,NM_001006684
NCBP2AS2,NM_001355243
MRPS24,NM_032014
FAU,NM_001997
ATP5MF,NM_001003713
ATP5MPL,NA
C19orf53,NM_014047
UQCRQ,NM_014402
MRPS12,NM_021107
SELENOM,NM_080430
TMSB10,NM_021103
BEX4,NM_001080425
GCHFR,NM_005258
EMC6,NM_001014764
SNRNP25,NM_024571
COA3,NM_001040431
ATP5MC1,NM_001002027
TCEAL7,NM_001348258
ELOB,NM_007108
UQCC3,NM_001085372
MESP1,NM_018670
TOMM5,NM_001001790
UQCR11,NM_006830
UBXN10-AS1,NA
CYCS,NM_018947
FAM174C,NM_017914
NDUFS5,NM_001184979
H2AFZ,NA
C9orf16,NA
NDUFB10,NM_004548
MRPL54,NM_172251
WDR64,NM_001367482
NDUFA1,NM_004541
HBQ1,NM_005331
RPS27A,NM_001135592
NDUFA4,NM_002489
ISCU,NM_001301140
OST4,NM_001134693
PRELID1,NM_001271828
RPL36AL,NM_001001
MRFAP1,NM_001272053
MRPS17,NM_015969
NPB,NM_148896
NOP10,NM_018648
RPL26,NM_000987
GADD45GIP1,NM_052850
PRDX5,NM_001358511
RNASEK,NM_001004333
GPX4,NM_001039847
DCTN3,NM_001281425
TIMM10,NM_012456
COPS7A,NM_001164093
TMEM203,NM_053045
RPP25,NM_017793
BEX5,NM_001012978
RHOV,NM_133639
LGALS1,NM_002305
RPL15,NM_001253379
THEM5,NM_182578
PCP4,NM_006198
FAM50B,NM_012135
NRN1,NM_001278710
SNCG,NM_001330120
TSTD1,NM_001113205
HTR5A-AS1,NR_038945
CCDC85B,NM_006848
OAZ1,NM_001301020
SLC25A5,NM_001152
GABARAP,NM_007278
PSMB6,NM_001270481
LY6E,NM_001127213
PET100,NM_001171155
FNDC4,NM_022823
BEX3,NM_001282674
UBE2S,NM_014501
SCGN,NM_006998
C4orf48,NM_001141936
ALYREF,NM_005782
BEX1,NM_018476
BANF1,NM_001143985
AP1S1,NM_001283
SEPHS2,NM_012248
NDUFB11,NM_001135998
ATP6V1F,NM_001198909
CRH,NM_000756
AARD,NM_001025357
ATP5MC3,NM_001002256
EFCAB8,NM_001143967
SLC32A1,NM_080552
PARD6A,NM_001037281
SCO2,NM_001169109
CITED1,NM_001144885
TNFRSF11B,NM_002546
DYNLL1,NM_001037494
LKAAEAR1,NM_001007125
SMKR1,NM_001195243
SRP14,NM_001309434
GNG3,NM_012202
CD163,NM_001370145
ZNF593,NM_015871
YWHAH,NM_003405
PRICKLE2-AS2,NR_046701
HINT1,NM_005340
C1orf216,NM_001348691
CALM3,NM_001329921
HIST3H2A,NA
HOMER1,NM_001277077
LBHD2,NM_001330236
TRPM1,NM_001252020
PYDC1,NM_152901
TPI1,NM_000365
RAN,NM_001300796
NUPR2,NM_001145712
CHGB,NM_001819
MOAP1,NM_022151
PFN2,NM_002628
WASIR2,NR_130735
TEX55,NM_152539
PHLDA2,NM_003311
FAM32A,NM_014077
ATP6V1G2,NM_001204078
RAB3A,NM_002866
SPRED2,NM_001128210
NSG1,NM_001040101
LDHA,NM_001135239
ACTG1,NM_001199954
VIP,NM_003381
CCK,NM_000729
TPRG1L,NM_182752
SMIM38,NM_001369201
DEXI,NM_014015
FLG2,NM_001014342
NEFL,NM_006158
TAC1,NM_003182
CCDC115,NM_001321118
HCRTR1,NM_001525
IER3-AS1,NR_149095
PVALB,NM_001315532
FAP,NM_001291807
ALDOA,NM_000034
SMIM24,NM_001136503
TMEM184A,NM_001097620
F8A1,NM_012151
TUSC1,NM_001004125
SIGLEC9,NM_001198558
NAP1L5,NM_153757
TCIM,NM_020130
ARL4D,NM_001661
UBL4A,NM_014235
GPR65,NM_003608
Z97056.2,NA
FCGR3A,NM_000569
C3orf80,NM_001168214
GAPDH,NM_001256799
DIRAS1,NM_145173
LRRC25,NM_145256
CAMK2N2,NM_033259
CCDC184,NM_001013635
PNOC,NM_001284244
PINK1,NM_032409
C6orf118,NM_144980
NLGN4Y-AS1,NR_046504
COLEC11,NM_001255982
NCF4,NM_000631
MIF,NM_002415
TMEM114,NM_001146336
RND3,NM_001254738
SPRY4-AS1,NR_120664
PTTG1,NM_001282382
PRELP,NM_002725
SPRYD3,NM_032840
SERPINA1,NM_000295
SNN,NM_003498
MTRNR2L8,NM_001190702
SIRPB2,NM_001122962
STMND1,NM_001190766
ARF5,NM_001662
USP12-AS1,NR_046547
STAB1,NM_015136
SULT4A1,NM_014351
DNAJB9,NM_012328
AIF1,NM_001318970
ZNHIT2,NM_014205
