GENE_SYMBOLS,refseq_ids
BCAP31,NM_001139441
TPRG1L,NM_182752
ATP6AP1,NM_001183
THY1,NM_001311160
TMEM203,NM_053045
TGOLN2,NM_001206840
CDIPT,NM_001286585
LRRC47,NM_020710
AP2M1,NM_001025205
UBL4A,NM_014235
LY6E,NM_001127213
NEU1,NM_000434
SPRYD3,NM_032840
COPZ1,NM_001271734
TBCC,NM_003192
MANBAL,NM_001003897
PGAM1,NM_001317079
ATP6V0D1,NM_004691
RTL6,NM_032287
SNX17,NM_001267059
RETREG2,NM_001321109
COPS7A,NM_001164093
PHF23,NM_001284517
HCCS,NM_001122608
EGLN2,NM_017555
TUSC2,NM_007275
YWHAH,NM_003405
RAN,NM_001300796
NDUFB5,NM_001199957
ATP6V0E2,NM_001100592
SCN2B,NM_004588
GSK3A,NM_019884
TOMM22,NM_020243
NSG1,NM_001040101
ABCF2,NM_007189
SARAF,NM_001284239
CDKN2AIPNL,NM_080656
ATP6V1B2,NM_001693
DCTN1,NM_001135040
FAM89B,NM_001098784
C1orf216,NM_001348691
RAB1B,NM_030981
PDXP,NM_020315
PSAP,NM_001042465
SULT4A1,NM_014351
PEF1,NM_001359651
USP5,NM_001098536
DEXI,NM_014015
OAZ2,NM_001301302
NOLC1,NM_001284388
PARD6A,NM_001037281
LAMTOR1,NM_017907
AGPAT1,NM_001371437
B4GAT1,NM_006876
KLHDC3,NM_001242872
TIMM17A,NM_006335
TMEM109,NM_024092
MOAP1,NM_022151
SNN,NM_003498
TM2D2,NM_001024380
PNMA1,NM_006029
PNMA8A,NM_001103149
RNF5,NM_006913
TMEM246,NA
SEPHS2,NM_012248
ATP6AP2,NM_005765
ARFIP2,NM_001242854
MRPS2,NM_001371401
LRRC59,NM_018509
GRINA,NM_000837
ANKRD34A,NM_001039888
RNF26,NM_032015
GDE1,NM_001324066
BRK1,NM_018462
GOT1,NM_002079
MEF2D,NM_001271629
ATG9A,NM_001077198
DIRAS1,NM_145173
POLE3,NM_001278255
WBP2,NM_001330499
B4GALT3,NM_001199873
SF3A1,NM_001005409
SPRY4-AS1,NR_120664
RAB3A,NM_002866
RAB6B,NM_001363953
CD59,NM_000611
DUSP26,NM_001305115
SRRD,NM_001013694
PKM,NM_001206796
OTUB1,NM_017670
HSBP1,NM_001537
PITHD1,NM_020362
DHCR24,NM_014762
BORCS6,NM_017622
NR2F6,NM_005234
CCDC106,NM_001370467
ATP1A3,NM_001256213
EI24,NM_001007277
SSU72,NM_014188
JPT1,NM_001002032
MTCH1,NM_001271641
CREB3,NM_006368
RRAGA,NM_006570
STOML2,NM_001287031
ETV5,NM_004454
ZPR1,NM_001317086
VPS18,NM_020857
VBP1,NM_001303543
THAP5,NM_001130475
STMN3,NM_001276310
EIF1,NM_005801
PIP4P1,NM_001100814
VDAC1,NM_001401008
MRFAP1,NM_001272053
SRXN1,NM_080725
ACLY,NM_001096
TWF2,NM_007284
RANBP6,NM_001243202
TMED9,NM_017510
ASNSD1,NM_001353497
MFN2,NM_001127660
COA3,NM_001040431
UBXN6,NM_001171091
PPT1,NM_000310
MRPL49,NM_004927
APLP2,NM_001142276
DYNLL2,NM_080677
VXN,NM_152765
HMGA1,NM_001319077
GLRX5,NM_016417
RSL24D1,NM_016304
ISCA1,NM_030940
AHCY,NM_000687
NFE2L1,NM_001330261
MRPS17,NM_015969
CALM3,NM_001329921
C6orf120,NM_001029863
SNAPC5,NM_001329613
PRAF2,NM_007213
YIPF3,NM_015388
MRPL35,NM_001363782
SUPT4H1,NM_003168
ICMT,NM_012405
NOP9,NM_001286367
PEG13,NR_144431
MAGEF1,NM_022149
CTSB,NM_001317237
ENO2,NM_001975
ARF3,NM_001412914
GET3,NM_001371488
CELSR2,NM_001408
CCDC85B,NM_006848
ARCN1,NM_001142281
CD2BP2,NM_001243646
RTN4,NM_001321859
C4orf3,NM_001001701
EIF3I,NM_001394168
MMGT1,NM_001330000
SRSF9,NM_003769
ARL6IP5,NM_006407
TXN2,NM_012473
ATP6V0C,NM_001198569
LAMTOR5,NM_001382293
SET,NM_001122821
IMP4,NM_001320304
PNMA8B,NM_020709
MIEF1,NM_001304564
EPN1,NM_001130071
MZT1,NM_001071775
STRAP,NM_007178
MYADM,NM_001020818
CYCS,NM_018947
PELO,NM_015946
NEFL,NM_006158
FAM32A,NM_014077
UBE2V2,NM_003350
C22orf39,NM_001166242
FARSA,NM_004461
COQ10B,NM_001320818
AP1S1,NM_001283
CDV3,NM_001134422
ILF2,NM_001267809
SHISA4,NM_198149
GRPEL1,NM_025196
NCBP2,NM_001042540
BEX4,NM_001080425
TPI1,NM_000365
PNMA8C,NM_001386793
RSL1D1,NM_015659
MRPS18A,NM_001193343
TMEM183A,NM_001322955
DNAJC14,NM_001394687
MAGEH1,NM_014061
TMEM35A,NM_021637
BCL7B,NM_001197244
GABARAPL1,NM_001363598
CDK5R2,NM_003936
TAF13,NM_005645
PPP1R11,NM_021959
EIF4G2,NM_001042559
POLR3K,NM_016310
MAP7D1,NM_001286365
KBTBD11,NM_014867
ZMAT2,NM_144723
MPP1,NM_001166460
FRMD6,NM_001042481
KCNJ11,NM_000525
OAZ1,NM_001301020
AMIGO1,NM_020703
FEN1,NM_004111
ADO,NM_032804
RITA1,NM_001286215
NAT8L,NM_178557
ITM2C,NM_001012514
KCTD17,NM_001282684
HNRNPA0,NM_006805
DNAJB9,NM_012328
NUDT15,NM_001304745
PHYHIP,NM_001099335
FAIM2,NM_012306
NRN1,NM_001278710
ODC1,NM_001287188
PSPN,NM_004158
ENC1,NM_001256574
MRPS23,NM_016070
TOR1A,NM_000113
TUSC1,NM_001004125
SERINC3,NM_006811
GNAZ,NM_002073
ATP5PB,NM_001002014
ISCU,NM_001301140
EFNA3,NM_004952
PPIF,NM_005729
PELI3,NM_001098510
CDKN2D,NM_001800
EIF1B,NM_005875
PEX19,NM_001131039
SLC25A4,NM_001151
GABARAP,NM_007278
ATP1A1,NM_000701
SERINC1,NM_020755
C11orf68,NM_001135635
TMED2,NM_001321445
MFSD5,NM_001170790
VPS4A,NM_013245
GHITM,NM_014394
NECAP1,NM_015509
IRF2BP1,NM_015649
TOMM20,NM_014765
SUB1,NM_006713
ELOC,NM_001204857
CEND1,NM_016564
KLC2,NM_001134774
MAP1LC3B,NM_022818
HAPLN4,NM_023002
NORAD,NR_027451
ZBTB22,NM_001145338
ERP29,NM_001034025
MRPS12,NM_021107
SKP1,NM_006930
CSTF2T,NM_015235
TCEAL7,NM_001348258
FKBP1B,NM_001322963
TOLLIP,NM_001318512
NT5C3B,NM_052935
COMMD8,NM_001329668
REEP5,NM_005669
EEF1AKNMT,NA
COPS8,NM_006710
BLOC1S2,NM_001001342
SAC3D1,NM_001367485
WSB2,NM_001278557
GSPT2,NM_018094
DUSP3,NM_004090
FXYD6,NM_001164831
ATP6V1G2,NM_001204078
SELENOW,NM_003009
SLC12A5,NM_001134771
ARHGDIA,NM_001185077
NGRN,NM_001033088
SNRNP25,NM_024571
PDHB,NM_000925
C18orf32,NM_001035005
TCEAL8,NM_001006684
SNX12,NM_001256185
RGS4,NM_001102445
PER2,NM_003894
TOMM40L,NM_001286373
MRPS7,NM_015971
C9orf78,NM_016520
PRELID1,NM_001271828
VSTM2L,NM_080607
NUDT16,NM_001171905
PINK1,NM_032409
PYURF,NM_032906
GMPR2,NM_001002000
SSTR3,NM_001051
RIMS3,NM_014747
ATP6V1D,NM_015994
NAP1L5,NM_153757
ARMCX3,NM_016607
SPOCK2,NM_001134434
VPS35,NM_018206
TMEM167B,NM_001322248
ATG101,NM_001098673
H2AFX,NA
C20orf27,NA
ERH,NM_004450
FAM131B,NM_001031690
SLC25A5,NM_001152
LSM4,NM_001252129
SSR2,NM_003145
MSL3,NM_001193270
BPGM,NM_001293085
CALM2,NM_001305624
CCDC184,NM_001013635
TMEM121,NM_001331238
INTS5,NM_030628
PYGO2,NM_138300
ATP6V1E1,NM_001039366
FUNDC2,NM_023934
SLC35C1,NM_001145265
GABRD,NM_000815
CNIH2,NM_182553
MPI,NM_001289155
CANX,NM_001024649
GZF1,NM_001317012
RRAGC,NM_001271851
ARL1,NM_001177
PRKAR1A,NM_001276289
GRWD1,NM_031485
C3orf80,NM_001168214
CCDC115,NM_001321118
WBP11,NM_016312
LDHA,NM_001135239
MEPCE,NM_001194990
GPR162,NM_014449
PCYOX1,NM_016297
BTBD6,NM_001387567
MRPL50,NM_019051
YWHAQ,NM_006826
PSMD2,NM_001278708
NDUFAF4,NM_014165
CHST2,NM_004267
SRP9,NM_001130440
LYSMD2,NM_001143917
ADCK2,NM_052853
NARS,NA
SNU13,NM_001003796
MAL2,NM_052886
RPP25,NM_017793
TMEM60,NM_032936
PFN2,NM_002628
PSMD8,NM_002812
FKBP1A,NM_000801
ACTG1,NM_001199954
PLEKHB2,NM_001031706
C1orf115,NM_024709
MOCS3,NM_014484
MLLT11,NM_006818
RAB5IF,NM_001199534
SYNGR3,NM_004209
FAM217B,NM_001190826
